direction_angle,force,duration,survived,mean_len
0.0,200.0,29,0,33
0.0,200.0,30,0,26
0.0,200.0,31,0,46
0.0,200.0,32,0,21
0.0,200.0,33,0,49
0.0,200.0,34,0,45
0.0,200.0,35,0,32
0.0,200.0,36,0,33
0.0,200.0,37,0,41
0.0,200.0,38,0,58
0.0,200.0,39,0,65
0.0,200.0,40,0,44
22.5,40.0,1,0,163
22.5,40.0,2,0,189
22.5,40.0,3,0,295
22.5,40.0,4,0,282
22.5,40.0,5,0,401
22.5,40.0,6,1,600
22.5,40.0,7,0,177
22.5,40.0,8,0,460
22.5,40.0,9,0,134
22.5,40.0,10,0,281
22.5,40.0,11,0,123
22.5,40.0,12,0,237
22.5,40.0,13,0,179
22.5,40.0,14,0,183
22.5,40.0,15,0,175
22.5,40.0,16,0,232
22.5,40.0,17,0,149
22.5,40.0,18,0,160
22.5,40.0,19,0,66
22.5,40.0,20,0,91
22.5,40.0,21,0,164
22.5,40.0,22,0,207
22.5,40.0,23,0,139
22.5,40.0,24,0,296
22.5,40.0,25,0,186
22.5,40.0,26,0,49
22.5,40.0,27,0,56
22.5,40.0,28,0,299
22.5,40.0,29,0,75
22.5,40.0,30,0,205
22.5,40.0,31,0,52
22.5,40.0,32,0,76
22.5,40.0,33,0,133
22.5,40.0,34,0,184
22.5,40.0,35,0,60
22.5,40.0,36,0,71
22.5,40.0,37,0,192
22.5,40.0,38,0,34
22.5,40.0,39,0,163
22.5,40.0,40,0,321
22.5,100.0,1,0,403
22.5,100.0,2,1,600
22.5,100.0,3,0,448
22.5,100.0,4,0,134
22.5,100.0,5,0,120
22.5,100.0,6,0,123
22.5,100.0,7,0,243
22.5,100.0,8,0,175
22.5,100.0,9,0,154
22.5,100.0,10,0,111
22.5,100.0,11,0,225
22.5,100.0,12,0,161
22.5,100.0,13,0,130
22.5,100.0,14,0,76
22.5,100.0,15,0,137
22.5,100.0,16,0,179
22.5,100.0,17,0,280
22.5,100.0,18,0,87
22.5,100.0,19,0,157
22.5,100.0,20,0,154
22.5,100.0,21,0,165
22.5,100.0,22,0,106
22.5,100.0,23,0,213
22.5,100.0,24,0,96
22.5,100.0,25,0,187
22.5,100.0,26,0,78
22.5,100.0,27,0,138
22.5,100.0,28,0,150
22.5,100.0,29,0,164
22.5,100.0,30,0,77
22.5,100.0,31,0,116
22.5,100.0,32,0,177
22.5,100.0,33,0,81
22.5,100.0,34,0,172
22.5,100.0,35,0,226
22.5,100.0,36,0,179
22.5,100.0,37,0,158
22.5,100.0,38,0,110
22.5,100.0,39,0,75
22.5,100.0,40,0,158
22.5,200.0,1,0,143
22.5,200.0,2,0,138
22.5,200.0,3,0,151
22.5,200.0,4,0,157
22.5,200.0,5,0,66
22.5,200.0,6,0,206
22.5,200.0,7,0,244
22.5,200.0,8,0,42
22.5,200.0,9,0,46
22.5,200.0,10,0,86
22.5,200.0,11,0,135
22.5,200.0,12,0,185
22.5,200.0,13,0,175
22.5,200.0,14,0,195
22.5,200.0,15,0,121
22.5,200.0,16,0,186
22.5,200.0,17,0,174
22.5,200.0,18,0,153
22.5,200.0,19,0,161
22.5,200.0,20,0,232
22.5,200.0,21,0,174
22.5,200.0,22,0,190
22.5,200.0,23,0,84
22.5,200.0,24,0,137
22.5,200.0,25,0,45
22.5,200.0,26,0,52
22.5,200.0,27,0,159
22.5,200.0,28,0,107
22.5,200.0,29,0,54
22.5,200.0,30,0,51
22.5,200.0,31,0,137
22.5,200.0,32,0,28
22.5,200.0,33,0,166
22.5,200.0,34,0,170
22.5,200.0,35,0,159
22.5,200.0,36,0,152
22.5,200.0,37,0,123
22.5,200.0,38,0,217
22.5,200.0,39,0,159
22.5,200.0,40,0,46
45.0,40.0,1,0,201
45.0,40.0,2,0,337
45.0,40.0,3,0,261
45.0,40.0,4,0,386
45.0,40.0,5,0,387
45.0,40.0,6,0,301
45.0,40.0,7,0,175
45.0,40.0,8,0,583
45.0,40.0,9,0,600
45.0,40.0,10,0,104
45.0,40.0,11,0,111
45.0,40.0,12,0,102
45.0,40.0,13,0,150
45.0,40.0,14,0,252
45.0,40.0,15,0,159
45.0,40.0,16,0,68
45.0,40.0,17,0,176
45.0,40.0,18,0,137
45.0,40.0,19,0,174
45.0,40.0,20,0,191
45.0,40.0,21,0,161
45.0,40.0,22,0,162
45.0,40.0,23,0,94
45.0,40.0,24,0,122
45.0,40.0,25,0,137
45.0,40.0,26,0,191
45.0,40.0,27,0,150
45.0,40.0,28,0,133
45.0,40.0,29,0,134
45.0,40.0,30,0,80
45.0,40.0,31,0,61
45.0,40.0,32,0,313
45.0,40.0,33,0,177
45.0,40.0,34,0,148
45.0,40.0,35,0,76
45.0,40.0,36,0,174
45.0,40.0,37,0,251
45.0,40.0,38,0,66
45.0,40.0,39,0,88
45.0,40.0,40,0,171
45.0,100.0,1,0,519
45.0,100.0,2,0,105
45.0,100.0,3,0,81
45.0,100.0,4,0,218
45.0,100.0,5,0,77
45.0,100.0,6,0,117
45.0,100.0,7,0,152
45.0,100.0,8,0,189
45.0,100.0,9,0,140
45.0,100.0,10,0,176
45.0,100.0,11,0,156
45.0,100.0,12,0,160
45.0,100.0,13,0,170
45.0,100.0,14,0,54
45.0,100.0,15,0,112
45.0,100.0,16,0,174
45.0,100.0,17,0,167
45.0,100.0,18,0,100
45.0,100.0,19,0,103
45.0,100.0,20,0,175
45.0,100.0,21,0,132
45.0,100.0,22,0,107
45.0,100.0,23,0,60
45.0,100.0,24,0,121
45.0,100.0,25,0,212
45.0,100.0,26,0,106
45.0,100.0,27,0,218
45.0,100.0,28,0,141
45.0,100.0,29,0,134
45.0,100.0,30,0,103
45.0,100.0,31,0,207
45.0,100.0,32,0,68
45.0,100.0,33,0,164
45.0,100.0,34,0,195
45.0,100.0,35,0,78
45.0,100.0,36,0,151
45.0,100.0,37,0,41
45.0,100.0,38,0,30
45.0,100.0,39,0,155
45.0,100.0,40,0,28
45.0,200.0,1,0,306
45.0,200.0,2,0,154
45.0,200.0,3,0,187
45.0,200.0,4,0,201
45.0,200.0,5,0,137
45.0,200.0,6,0,165
45.0,200.0,7,0,200
45.0,200.0,8,0,175
45.0,200.0,9,0,197
45.0,200.0,10,0,174
45.0,200.0,11,0,200
45.0,200.0,12,0,39
45.0,200.0,13,0,202
45.0,200.0,14,0,86
45.0,200.0,15,0,221
45.0,200.0,16,0,38
45.0,200.0,17,0,170
45.0,200.0,18,0,179
45.0,200.0,19,0,175
45.0,200.0,20,0,176
45.0,200.0,21,0,173
45.0,200.0,22,0,129
45.0,200.0,23,0,84
45.0,200.0,24,0,172
45.0,200.0,25,0,160
45.0,200.0,26,0,214
45.0,200.0,27,0,155
45.0,200.0,28,0,167
45.0,200.0,29,0,126
45.0,200.0,30,0,175
45.0,200.0,31,0,83
45.0,200.0,32,0,195
45.0,200.0,33,0,179
45.0,200.0,34,0,185
45.0,200.0,35,0,201
45.0,200.0,36,0,232
45.0,200.0,37,0,192
45.0,200.0,38,0,83
45.0,200.0,39,0,164
45.0,200.0,40,0,102
67.5,40.0,1,0,330
67.5,40.0,2,0,372
67.5,40.0,3,0,389
67.5,40.0,4,0,279
67.5,40.0,5,0,72
67.5,40.0,6,0,137
67.5,40.0,7,0,171
67.5,40.0,8,0,224
67.5,40.0,9,0,248
67.5,40.0,10,0,147
67.5,40.0,11,0,150
67.5,40.0,12,0,149
67.5,40.0,13,0,143
67.5,40.0,14,0,156
67.5,40.0,15,0,55
67.5,40.0,16,0,64
67.5,40.0,17,0,156
67.5,40.0,18,0,176
67.5,40.0,19,0,178
67.5,40.0,20,0,175
67.5,40.0,21,0,50
67.5,40.0,22,0,135
67.5,40.0,23,0,158
67.5,40.0,24,0,125
67.5,40.0,25,0,124
67.5,40.0,26,0,208
67.5,40.0,27,0,207
67.5,40.0,28,0,128
67.5,40.0,29,0,57
67.5,40.0,30,0,156
67.5,40.0,31,0,93
67.5,40.0,32,0,152
67.5,40.0,33,0,162
67.5,40.0,34,0,231
67.5,40.0,35,0,132
67.5,40.0,36,0,176
67.5,40.0,37,0,159
67.5,40.0,38,0,104
67.5,40.0,39,0,132
67.5,40.0,40,0,123
67.5,100.0,1,0,506
67.5,100.0,2,1,600
67.5,100.0,3,0,111
67.5,100.0,4,0,134
67.5,100.0,5,0,179
67.5,100.0,6,0,210
67.5,100.0,7,0,96
67.5,100.0,8,0,108
67.5,100.0,9,0,155
67.5,100.0,10,0,194
67.5,100.0,11,0,83
67.5,100.0,12,0,167
67.5,100.0,13,0,156
67.5,100.0,14,0,142
67.5,100.0,15,0,65
67.5,100.0,16,0,166
67.5,100.0,17,0,198
67.5,100.0,18,0,45
67.5,100.0,19,0,117
67.5,100.0,20,0,143
67.5,100.0,21,0,185
67.5,100.0,22,0,147
67.5,100.0,23,0,64
67.5,100.0,24,0,172
67.5,100.0,25,0,134
67.5,100.0,26,0,263
67.5,100.0,27,0,125
67.5,100.0,28,0,170
67.5,100.0,29,0,109
67.5,100.0,30,0,143
67.5,100.0,31,0,98
67.5,100.0,32,0,250
67.5,100.0,33,0,179
67.5,100.0,34,0,206
67.5,100.0,35,0,157
67.5,100.0,36,0,109
67.5,100.0,37,0,231
67.5,100.0,38,0,200
67.5,100.0,39,0,35
67.5,100.0,40,0,161
67.5,200.0,1,0,492
67.5,200.0,2,0,155
67.5,200.0,3,0,88
67.5,200.0,4,0,180
67.5,200.0,5,0,173
67.5,200.0,6,0,107
67.5,200.0,7,0,51
67.5,200.0,8,0,201
67.5,200.0,9,0,169
67.5,200.0,10,0,96
67.5,200.0,11,0,147
67.5,200.0,12,0,113
67.5,200.0,13,0,157
67.5,200.0,14,0,233
67.5,200.0,15,0,161
67.5,200.0,16,0,65
67.5,200.0,17,0,200
67.5,200.0,18,0,96
67.5,200.0,19,0,191
67.5,200.0,20,0,127
67.5,200.0,21,0,190
67.5,200.0,22,0,81
67.5,200.0,23,0,176
67.5,200.0,24,0,191
67.5,200.0,25,0,166
67.5,200.0,26,0,147
67.5,200.0,27,0,126
67.5,200.0,28,0,69
67.5,200.0,29,0,247
67.5,200.0,30,0,202
67.5,200.0,31,0,197
67.5,200.0,32,0,184
67.5,200.0,33,0,174
67.5,200.0,34,0,80
67.5,200.0,35,0,133
67.5,200.0,36,0,198
67.5,200.0,37,0,115
67.5,200.0,38,0,167
67.5,200.0,39,0,191
67.5,200.0,40,0,177
90.0,40.0,1,0,463
90.0,40.0,2,0,426
90.0,40.0,3,1,600
90.0,40.0,4,0,405
90.0,40.0,5,0,231
90.0,40.0,6,0,246
90.0,40.0,7,0,58
90.0,40.0,8,0,122
90.0,40.0,9,0,80
90.0,40.0,10,0,171
90.0,40.0,11,0,164
90.0,40.0,12,0,143
90.0,40.0,13,0,48
90.0,40.0,14,0,136
90.0,40.0,15,0,222
90.0,40.0,16,0,72
90.0,40.0,17,0,151
90.0,40.0,18,0,116
90.0,40.0,19,0,158
90.0,40.0,20,0,104
90.0,40.0,21,0,111
90.0,40.0,22,0,180
90.0,40.0,23,0,118
90.0,40.0,24,0,157
90.0,40.0,25,0,135
90.0,40.0,26,0,61
90.0,40.0,27,0,101
90.0,40.0,28,0,71
90.0,40.0,29,0,177
90.0,40.0,30,0,119
90.0,40.0,31,0,254
90.0,40.0,32,0,169
90.0,40.0,33,0,169
90.0,40.0,34,0,98
90.0,40.0,35,0,199
90.0,40.0,36,0,185
90.0,40.0,37,0,130
90.0,40.0,38,0,119
90.0,40.0,39,0,153
90.0,40.0,40,0,131
90.0,100.0,1,0,230
90.0,100.0,2,0,91
90.0,100.0,3,0,110
90.0,100.0,4,0,122
90.0,100.0,5,0,168
90.0,100.0,6,0,237
90.0,100.0,7,0,126
90.0,100.0,8,0,211
90.0,100.0,9,0,204
90.0,100.0,10,0,185
90.0,100.0,11,0,170
90.0,100.0,12,0,204
90.0,100.0,13,0,196
90.0,100.0,14,0,162
90.0,100.0,15,0,118
90.0,100.0,16,0,157
90.0,100.0,17,0,131
90.0,100.0,18,0,95
90.0,100.0,19,0,177
90.0,100.0,20,0,189
90.0,100.0,21,0,191
90.0,100.0,22,0,198
90.0,100.0,23,0,201
90.0,100.0,24,0,160
90.0,100.0,25,0,169
90.0,100.0,26,0,244
90.0,100.0,27,0,182
90.0,100.0,28,0,194
90.0,100.0,29,0,144
90.0,100.0,30,0,216
90.0,100.0,31,0,44
90.0,100.0,32,0,183
90.0,100.0,33,0,177
90.0,100.0,34,0,133
90.0,100.0,35,0,177
90.0,100.0,36,0,135
90.0,100.0,37,0,142
90.0,100.0,38,0,65
90.0,100.0,39,0,88
90.0,100.0,40,0,181
90.0,200.0,1,0,264
90.0,200.0,2,0,125
90.0,200.0,3,0,74
90.0,200.0,4,0,85
90.0,200.0,5,0,145
90.0,200.0,6,0,74
90.0,200.0,7,0,76
90.0,200.0,8,0,146
90.0,200.0,9,0,88
90.0,200.0,10,0,185
90.0,200.0,11,0,122
90.0,200.0,12,0,163
90.0,200.0,13,0,175
90.0,200.0,14,0,159
90.0,200.0,15,0,159
90.0,200.0,16,0,191
90.0,200.0,17,0,218
90.0,200.0,18,0,171
90.0,200.0,19,0,232
90.0,200.0,20,0,140
90.0,200.0,21,0,103
90.0,200.0,22,0,176
90.0,200.0,23,0,238
90.0,200.0,24,0,117
90.0,200.0,25,0,212
90.0,200.0,26,0,194
90.0,200.0,27,0,72
90.0,200.0,28,0,166
90.0,200.0,29,0,154
90.0,200.0,30,0,157
90.0,200.0,31,0,107
90.0,200.0,32,0,196
90.0,200.0,33,0,146
90.0,200.0,34,0,68
90.0,200.0,35,0,159
90.0,200.0,36,0,213
90.0,200.0,37,0,126
90.0,200.0,38,0,100
90.0,200.0,39,0,194
90.0,200.0,40,0,106
112.5,40.0,1,0,366
112.5,40.0,2,0,208
112.5,40.0,3,0,155
112.5,40.0,4,0,141
112.5,40.0,5,0,77
112.5,40.0,6,0,151
112.5,40.0,7,0,159
112.5,40.0,8,0,600
112.5,40.0,9,1,600
112.5,40.0,10,0,152
112.5,40.0,11,0,142
112.5,40.0,12,0,74
112.5,40.0,13,0,301
112.5,40.0,14,0,131
112.5,40.0,15,0,166
112.5,40.0,16,0,112
112.5,40.0,17,0,96
112.5,40.0,18,0,152
112.5,40.0,19,0,144
112.5,40.0,20,0,210
112.5,40.0,21,0,432
112.5,40.0,22,0,228
112.5,40.0,23,0,155
112.5,40.0,24,0,84
112.5,40.0,25,0,125
112.5,40.0,26,0,216
112.5,40.0,27,0,159
112.5,40.0,28,0,142
112.5,40.0,29,0,103
112.5,40.0,30,0,186
112.5,40.0,31,0,165
112.5,40.0,32,0,63
112.5,40.0,33,0,128
112.5,40.0,34,0,98
112.5,40.0,35,0,158
112.5,40.0,36,0,106
112.5,40.0,37,0,104
112.5,40.0,38,0,130
112.5,40.0,39,0,82
112.5,40.0,40,0,148
112.5,100.0,1,0,384
112.5,100.0,2,0,488
112.5,100.0,3,0,59
112.5,100.0,4,0,145
112.5,100.0,5,0,115
112.5,100.0,6,0,201
112.5,100.0,7,0,161
112.5,100.0,8,0,160
112.5,100.0,9,0,109
112.5,100.0,10,0,137
112.5,100.0,11,0,164
112.5,100.0,12,0,154
112.5,100.0,13,0,158
112.5,100.0,14,0,161
112.5,100.0,15,0,142
112.5,100.0,16,0,145
112.5,100.0,17,0,158
112.5,100.0,18,0,61
112.5,100.0,19,0,171
112.5,100.0,20,0,169
112.5,100.0,21,0,85
112.5,100.0,22,0,140
112.5,100.0,23,0,173
112.5,100.0,24,0,50
112.5,100.0,25,0,162
112.5,100.0,26,0,177
112.5,100.0,27,0,112
112.5,100.0,28,0,162
112.5,100.0,29,0,150
112.5,100.0,30,0,140
112.5,100.0,31,0,156
112.5,100.0,32,0,141
112.5,100.0,33,0,185
112.5,100.0,34,0,146
112.5,100.0,35,0,147
112.5,100.0,36,0,177
112.5,100.0,37,0,134
112.5,100.0,38,0,132
112.5,100.0,39,0,163
112.5,100.0,40,0,152
112.5,200.0,1,0,71
112.5,200.0,2,0,156
112.5,200.0,3,0,169
112.5,200.0,4,0,118
112.5,200.0,5,0,130
112.5,200.0,6,0,94
112.5,200.0,7,0,167
112.5,200.0,8,0,114
112.5,200.0,9,0,175
112.5,200.0,10,0,165
112.5,200.0,11,0,134
112.5,200.0,12,0,133
112.5,200.0,13,0,175
112.5,200.0,14,0,165
112.5,200.0,15,0,171
112.5,200.0,16,0,198
112.5,200.0,17,0,96
112.5,200.0,18,0,89
112.5,200.0,19,0,162
112.5,200.0,20,0,100
112.5,200.0,21,0,143
112.5,200.0,22,0,127
112.5,200.0,23,0,142
112.5,200.0,24,0,178
112.5,200.0,25,0,170
112.5,200.0,26,0,190
112.5,200.0,27,0,141
112.5,200.0,28,0,94
112.5,200.0,29,0,222
112.5,200.0,30,0,166
112.5,200.0,31,0,152
112.5,200.0,32,0,129
112.5,200.0,33,0,178
112.5,200.0,34,0,196
112.5,200.0,35,0,176
112.5,200.0,36,0,148
112.5,200.0,37,0,177
112.5,200.0,38,0,73
112.5,200.0,39,0,43
112.5,200.0,40,0,171
135.0,40.0,1,0,319
135.0,40.0,2,0,394
135.0,40.0,3,0,97
135.0,40.0,4,1,600
135.0,40.0,5,0,117
135.0,40.0,6,0,135
135.0,40.0,7,0,116
135.0,40.0,8,0,146
135.0,40.0,9,0,157
135.0,40.0,10,0,162
135.0,40.0,11,0,130
135.0,40.0,12,0,132
135.0,40.0,13,0,181
135.0,40.0,14,0,207
135.0,40.0,15,0,112
135.0,40.0,16,0,154
135.0,40.0,17,0,164
135.0,40.0,18,0,206
135.0,40.0,19,0,153
135.0,40.0,20,0,132
135.0,40.0,21,0,173
135.0,40.0,22,0,166
135.0,40.0,23,0,179
135.0,40.0,24,0,149
135.0,40.0,25,0,179
135.0,40.0,26,0,140
135.0,40.0,27,0,179
135.0,40.0,28,0,155
135.0,40.0,29,0,171
135.0,40.0,30,0,166
135.0,40.0,31,0,160
135.0,40.0,32,0,135
135.0,40.0,33,0,111
135.0,40.0,34,0,102
135.0,40.0,35,0,147
135.0,40.0,36,0,71
135.0,40.0,37,0,143
135.0,40.0,38,0,148
135.0,40.0,39,0,133
135.0,40.0,40,0,126
135.0,100.0,1,0,288
135.0,100.0,2,0,136
135.0,100.0,3,0,185
135.0,100.0,4,0,37
135.0,100.0,5,0,153
135.0,100.0,6,0,117
135.0,100.0,7,0,137
135.0,100.0,8,0,72
135.0,100.0,9,0,161
135.0,100.0,10,0,194
135.0,100.0,11,0,182
135.0,100.0,12,0,187
135.0,100.0,13,0,115
135.0,100.0,14,0,162
135.0,100.0,15,0,142
135.0,100.0,16,0,159
135.0,100.0,17,0,221
135.0,100.0,18,0,173
135.0,100.0,19,0,190
135.0,100.0,20,0,84
135.0,100.0,21,0,174
135.0,100.0,22,0,112
135.0,100.0,23,0,160
135.0,100.0,24,0,89
135.0,100.0,25,0,101
135.0,100.0,26,0,129
135.0,100.0,27,0,152
135.0,100.0,28,0,166
135.0,100.0,29,0,172
135.0,100.0,30,0,160
135.0,100.0,31,0,177
135.0,100.0,32,0,150
135.0,100.0,33,0,71
135.0,100.0,34,0,128
135.0,100.0,35,0,136
135.0,100.0,36,0,75
135.0,100.0,37,0,120
135.0,100.0,38,0,192
135.0,100.0,39,0,175
135.0,100.0,40,0,64
135.0,200.0,1,0,351
135.0,200.0,2,0,107
135.0,200.0,3,0,133
135.0,200.0,4,0,86
135.0,200.0,5,0,146
135.0,200.0,6,0,111
135.0,200.0,7,0,156
135.0,200.0,8,0,180
135.0,200.0,9,0,137
135.0,200.0,10,0,135
135.0,200.0,11,0,132
135.0,200.0,12,0,121
135.0,200.0,13,0,163
135.0,200.0,14,0,147
135.0,200.0,15,0,162
135.0,200.0,16,0,92
135.0,200.0,17,0,168
135.0,200.0,18,0,66
135.0,200.0,19,0,144
135.0,200.0,20,0,148
135.0,200.0,21,0,82
135.0,200.0,22,0,197
135.0,200.0,23,0,203
135.0,200.0,24,0,130
135.0,200.0,25,0,153
135.0,200.0,26,0,162
135.0,200.0,27,0,189
135.0,200.0,28,0,72
135.0,200.0,29,0,190
135.0,200.0,30,0,91
135.0,200.0,31,0,163
135.0,200.0,32,0,147
135.0,200.0,33,0,154
135.0,200.0,34,0,161
135.0,200.0,35,0,203
135.0,200.0,36,0,138
135.0,200.0,37,0,170
135.0,200.0,38,0,204
135.0,200.0,39,0,158
135.0,200.0,40,0,171
157.5,40.0,1,0,312
157.5,40.0,2,0,425
157.5,40.0,3,0,278
157.5,40.0,4,0,393
157.5,40.0,5,0,241
157.5,40.0,6,0,97
157.5,40.0,7,0,166
157.5,40.0,8,0,75
157.5,40.0,9,0,172
157.5,40.0,10,0,191
157.5,40.0,11,0,134
157.5,40.0,12,0,184
157.5,40.0,13,0,64
157.5,40.0,14,0,49
157.5,40.0,15,0,126
157.5,40.0,16,0,150
157.5,40.0,17,0,96
157.5,40.0,18,0,157
157.5,40.0,19,0,121
157.5,40.0,20,0,156
157.5,40.0,21,0,164
157.5,40.0,22,0,182
157.5,40.0,23,0,89
157.5,40.0,24,0,170
157.5,40.0,25,0,145
157.5,40.0,26,0,120
157.5,40.0,27,0,158
157.5,40.0,28,0,75
157.5,40.0,29,0,94
157.5,40.0,30,0,148
157.5,40.0,31,0,175
157.5,40.0,32,0,125
157.5,40.0,33,0,154
157.5,40.0,34,0,142
157.5,40.0,35,0,175
157.5,40.0,36,0,145
157.5,40.0,37,0,165
157.5,40.0,38,0,115
157.5,40.0,39,0,151
157.5,40.0,40,0,172
157.5,100.0,1,0,147
157.5,100.0,2,0,106
157.5,100.0,3,0,155
157.5,100.0,4,0,69
157.5,100.0,5,0,84
157.5,100.0,6,0,168
157.5,100.0,7,0,92
157.5,100.0,8,0,145
157.5,100.0,9,0,174
157.5,100.0,10,0,160
157.5,100.0,11,0,169
157.5,100.0,12,0,170
157.5,100.0,13,0,171
157.5,100.0,14,0,84
157.5,100.0,15,0,144
157.5,100.0,16,0,150
157.5,100.0,17,0,175
157.5,100.0,18,0,142
157.5,100.0,19,0,155
157.5,100.0,20,0,64
157.5,100.0,21,0,114
157.5,100.0,22,0,180
157.5,100.0,23,0,183
157.5,100.0,24,0,159
157.5,100.0,25,0,164
157.5,100.0,26,0,148
157.5,100.0,27,0,155
157.5,100.0,28,0,144
157.5,100.0,29,0,166
157.5,100.0,30,0,36
157.5,100.0,31,0,140
157.5,100.0,32,0,147
157.5,100.0,33,0,129
157.5,100.0,34,0,156
157.5,100.0,35,0,172
157.5,100.0,36,0,152
157.5,100.0,37,0,181
157.5,100.0,38,0,140
157.5,100.0,39,0,86
157.5,100.0,40,0,156
157.5,200.0,1,0,135
157.5,200.0,2,0,173
157.5,200.0,3,0,161
157.5,200.0,4,0,179
157.5,200.0,5,0,104
157.5,200.0,6,0,175
157.5,200.0,7,0,134
157.5,200.0,8,0,193
157.5,200.0,9,0,114
157.5,200.0,10,0,151
157.5,200.0,11,0,71
157.5,200.0,12,0,156
157.5,200.0,13,0,159
157.5,200.0,14,0,111
157.5,200.0,15,0,154
157.5,200.0,16,0,147
157.5,200.0,17,0,123
157.5,200.0,18,0,122
157.5,200.0,19,0,147
157.5,200.0,20,0,150
157.5,200.0,21,0,154
157.5,200.0,22,0,167
157.5,200.0,23,0,145
157.5,200.0,24,0,164
157.5,200.0,25,0,163
157.5,200.0,26,0,168
157.5,200.0,27,0,168
157.5,200.0,28,0,124
157.5,200.0,29,0,196
157.5,200.0,30,0,150
157.5,200.0,31,0,143
157.5,200.0,32,0,136
157.5,200.0,33,0,207
157.5,200.0,34,0,170
157.5,200.0,35,0,197
157.5,200.0,36,0,187
157.5,200.0,37,0,148
157.5,200.0,38,0,136
157.5,200.0,39,0,171
157.5,200.0,40,0,125
180.0,40.0,1,0,343
180.0,40.0,2,0,600
180.0,40.0,3,0,409
180.0,40.0,4,0,181
180.0,40.0,5,0,85
180.0,40.0,6,0,166
180.0,40.0,7,0,165
180.0,40.0,8,0,141
180.0,40.0,9,0,89
180.0,40.0,10,0,151
180.0,40.0,11,0,187
180.0,40.0,12,0,137
180.0,40.0,13,0,122
180.0,40.0,14,0,162
180.0,40.0,15,0,158
180.0,40.0,16,0,151
180.0,40.0,17,0,180
180.0,40.0,18,0,145
180.0,40.0,19,0,96
180.0,40.0,20,0,162
180.0,40.0,21,0,143
180.0,40.0,22,0,62
180.0,40.0,23,0,160
180.0,40.0,24,0,116
180.0,40.0,25,0,132
180.0,40.0,26,0,144
180.0,40.0,27,0,99
180.0,40.0,28,0,105
180.0,40.0,29,0,109
180.0,40.0,30,0,147
180.0,40.0,31,0,128
180.0,40.0,32,0,128
180.0,40.0,33,0,129
180.0,40.0,34,0,77
180.0,40.0,35,0,125
180.0,40.0,36,0,164
180.0,40.0,37,0,179
