angle,force,duration
273.58,100.0,2
81.96,200.0,4
23.54,40.0,2
106.16,40.0,1
54.24,200.0,1
332.24,40.0,3
290.37,200.0,1
226.93,200.0,2
313.80,200.0,4
284.91,40.0,2
69.77,100.0,2
318.66,100.0,5
188.30,100.0,1
293.89,100.0,2
326.56,200.0,4
116.62,100.0,1
42.10,40.0,4
81.55,100.0,5
152.51,200.0,1
289.87,100.0,1
308.08,200.0,6
0.73,100.0,1
178.60,200.0,4
151.23,100.0,1
77.96,100.0,4
37.81,200.0,2
117.20,100.0,3
341.83,40.0,1
110.76,40.0,4
187.51,200.0,3
251.95,40.0,5
129.81,40.0,1
350.92,100.0,1
350.25,40.0,1
87.48,40.0,2
178.78,40.0,1
107.66,40.0,2
98.67,40.0,4
15.79,200.0,1
220.97,40.0,1
179.58,200.0,6
20.51,200.0,3
101.67,200.0,5
329.08,100.0,1
87.37,200.0,1
52.97,200.0,4
175.80,40.0,3
356.19,40.0,2
87.53,100.0,5
236.59,200.0,6
276.81,200.0,1
87.72,40.0,1
256.29,100.0,2
134.26,100.0,4
222.29,100.0,1
224.35,200.0,3
193.44,40.0,1
28.61,40.0,1
303.18,200.0,1
117.32,100.0,1
66.07,100.0,1
9.06,40.0,1
208.87,40.0,4
243.17,200.0,5
9.81,200.0,1
183.32,100.0,1
77.60,40.0,2
232.34,40.0,2
62.40,40.0,4
249.80,200.0,3
134.07,100.0,3
339.61,200.0,2
49.41,40.0,4
125.63,200.0,2
38.42,100.0,2
334.33,100.0,1
320.32,40.0,1
87.03,100.0,1
240.37,100.0,3
295.88,40.0,1
193.68,40.0,3
186.01,200.0,3
87.08,100.0,3
28.67,40.0,1
323.82,40.0,9
322.46,100.0,3
227.21,200.0,1
116.46,40.0,1
127.72,200.0,2
264.73,200.0,1
327.69,40.0,5
321.50,100.0,5
276.30,100.0,1
231.58,200.0,5
24.25,200.0,2
52.22,200.0,3
321.24,200.0,2
215.89,200.0,4
5.70,40.0,2
37.83,40.0,2
236.46,200.0,2
358.74,200.0,2
61.97,100.0,3
194.26,200.0,2
247.51,40.0,3
229.64,100.0,4
81.95,40.0,7
256.94,100.0,5
80.21,200.0,4
111.82,40.0,1
269.80,40.0,3
233.55,200.0,1
302.73,200.0,2
239.51,100.0,8
198.51,200.0,6
32.32,40.0,4
135.44,100.0,3
93.20,40.0,1
87.39,40.0,7
348.98,200.0,2
137.74,200.0,2
325.84,100.0,2
224.09,200.0,6
288.94,200.0,3
175.30,200.0,5
203.13,40.0,2
170.31,40.0,6
70.52,100.0,1
257.69,100.0,1
102.64,200.0,1
7.73,40.0,6
235.68,40.0,3
59.86,40.0,3
342.69,40.0,2
346.77,40.0,1
331.71,200.0,2
135.45,100.0,2
7.61,40.0,4
335.26,200.0,1
149.31,40.0,1
343.33,100.0,3
351.21,100.0,2
308.17,40.0,2
106.97,200.0,1
136.82,200.0,4
302.17,100.0,2
108.25,200.0,5
61.86,100.0,4
197.30,200.0,2
334.01,100.0,4
248.92,200.0,1
198.64,100.0,5
34.82,100.0,3
217.69,40.0,1
358.98,200.0,1
48.10,40.0,3
183.55,200.0,1
311.12,40.0,1
261.72,40.0,2
248.92,40.0,1
251.80,40.0,1
129.00,100.0,3
101.92,100.0,2
292.95,40.0,3
294.60,100.0,2
314.80,40.0,6
324.40,40.0,3
181.81,40.0,2
174.05,100.0,3
284.42,40.0,2
236.87,200.0,3
247.42,200.0,3
285.99,40.0,3
321.18,200.0,1
122.02,200.0,1
134.60,100.0,2
28.10,100.0,1
204.26,100.0,5
12.18,100.0,1
160.88,200.0,2
191.51,100.0,4
96.33,200.0,3
206.79,40.0,3
8.97,100.0,2
8.33,200.0,3
296.68,40.0,1
129.89,200.0,2
48.01,100.0,2
183.00,40.0,2
272.67,200.0,2
72.05,100.0,1
223.36,200.0,5
32.06,40.0,3
12.32,200.0,5
193.36,100.0,2
187.52,200.0,3
228.41,40.0,5
262.09,200.0,1
354.71,200.0,2
185.14,200.0,5
118.02,40.0,3
283.39,200.0,9
99.15,40.0,2
151.80,200.0,1
30.95,200.0,1
8.48,200.0,1
350.17,40.0,2
299.52,200.0,4
250.44,200.0,1
146.26,100.0,2
63.32,200.0,4
50.82,200.0,10
83.60,100.0,4
193.47,40.0,1
252.60,100.0,3
239.72,100.0,4
96.19,100.0,2
348.76,100.0,1
263.37,40.0,1
193.82,200.0,3
220.90,200.0,3
151.59,40.0,2
86.98,200.0,1
127.55,40.0,4
274.19,100.0,1
1.28,200.0,4
45.96,100.0,2
19.75,200.0,4
15.50,40.0,1
305.00,40.0,1
253.80,100.0,3
163.72,200.0,2
29.31,200.0,2
171.58,200.0,6
167.63,100.0,4
64.68,200.0,3
157.27,40.0,1
144.43,200.0,1
219.25,100.0,1
225.46,100.0,2
13.71,200.0,1
138.88,40.0,1
219.40,40.0,1
182.67,40.0,2
308.79,100.0,2
235.39,40.0,1
60.25,40.0,5
23.87,200.0,2
233.73,40.0,2
13.01,40.0,1
208.22,100.0,1
336.77,40.0,1
205.92,100.0,4
143.12,40.0,1
227.11,100.0,1
164.23,40.0,6
195.32,200.0,1
341.33,100.0,3
134.32,40.0,4
348.16,100.0,5
330.09,40.0,6
65.80,100.0,3
21.38,100.0,1
39.71,200.0,3
2.81,40.0,3
36.54,100.0,3
243.92,200.0,5
22.47,40.0,1
116.71,200.0,1
303.45,40.0,3
7.15,200.0,5
291.59,40.0,1
100.93,40.0,2
38.64,40.0,3
247.91,200.0,6
229.69,40.0,3
313.58,40.0,2
265.57,40.0,1
287.25,40.0,1
102.73,40.0,3
59.31,40.0,6
273.70,200.0,1
289.54,40.0,4
353.36,200.0,2
142.73,200.0,1
129.70,40.0,2
279.20,40.0,2
119.37,200.0,1
338.29,100.0,4
308.31,40.0,2
150.49,100.0,1
270.17,200.0,2
273.07,40.0,2
32.67,200.0,1
321.68,40.0,5
174.37,200.0,4
299.36,100.0,2
115.64,40.0,2
321.75,200.0,1
142.44,100.0,1
6.06,200.0,1
326.85,40.0,7
35.68,100.0,1
110.06,200.0,3
338.12,100.0,6
339.70,200.0,3
199.57,200.0,3
226.31,40.0,4
163.37,200.0,5
99.39,40.0,5
113.22,40.0,4
240.52,40.0,2
274.34,100.0,1
282.16,200.0,1
283.07,200.0,5
27.42,100.0,1
171.48,200.0,7
24.87,40.0,1
200.65,40.0,2
152.05,100.0,5
323.52,200.0,3
126.39,100.0,1
44.68,200.0,2
50.55,40.0,4
273.16,200.0,1
220.89,40.0,4
36.67,200.0,6
25.40,200.0,1
246.30,100.0,3
23.08,100.0,4
297.05,200.0,2
250.02,100.0,2
29.73,200.0,1
34.70,40.0,1
350.94,100.0,2
134.73,200.0,5
131.44,100.0,5
295.68,100.0,2
337.77,100.0,5
356.93,40.0,4
273.38,200.0,1
138.45,200.0,1
30.83,100.0,3
278.97,100.0,1
200.18,100.0,1
154.69,200.0,1
326.71,200.0,1
34.30,100.0,7
179.31,100.0,1
4.90,200.0,3
167.77,200.0,3
16.16,100.0,4
43.59,100.0,2
39.94,200.0,6
233.51,100.0,4
264.07,40.0,1
209.58,100.0,2
350.99,200.0,5
129.48,40.0,3
105.77,100.0,3
311.07,200.0,3
82.71,40.0,1
349.82,40.0,7
4.67,40.0,2
351.38,200.0,1
17.79,200.0,4
320.04,40.0,2
186.27,40.0,2
358.68,100.0,9
28.08,200.0,6
199.62,200.0,1
351.98,100.0,2
185.36,100.0,2
228.18,100.0,1
245.20,100.0,5
162.44,40.0,1
219.06,100.0,8
206.25,200.0,3
322.66,200.0,2
13.96,200.0,1
100.95,200.0,2
340.89,200.0,2
319.49,200.0,2
159.38,100.0,2
219.73,200.0,5
95.27,100.0,3
61.73,200.0,5
166.03,40.0,3
127.68,40.0,5
209.19,100.0,4
26.63,100.0,1
349.80,40.0,4
358.63,100.0,1
250.19,100.0,2
190.79,40.0,3
105.26,40.0,4
290.41,200.0,2
243.80,100.0,4
56.99,40.0,3
328.80,100.0,1
296.34,40.0,1
343.08,100.0,3
262.65,100.0,4
222.13,100.0,2
151.18,100.0,6
340.56,40.0,7
306.18,200.0,4
11.96,100.0,6
4.08,40.0,1
135.47,200.0,2
294.98,100.0,5
352.43,200.0,1
57.27,200.0,3
207.60,100.0,2
140.34,100.0,1
347.52,200.0,1
299.01,40.0,3
300.86,200.0,2
163.57,200.0,3
145.85,100.0,2
95.07,40.0,1
22.03,100.0,5
311.39,100.0,2
290.11,100.0,2
0.10,200.0,4
0.16,200.0,4
195.73,40.0,4
275.14,100.0,1
336.22,200.0,1
301.81,200.0,4
88.81,100.0,3
156.81,100.0,6
46.25,40.0,4
346.09,40.0,1
212.07,200.0,3
80.67,200.0,3
237.57,200.0,2
225.63,40.0,3
127.84,40.0,1
43.06,100.0,3
240.50,200.0,2
180.43,100.0,1
278.33,100.0,5
189.51,100.0,1
307.02,200.0,3
199.19,200.0,6
203.84,40.0,5
312.28,200.0,2
141.12,100.0,2
48.11,200.0,8
8.11,200.0,3
274.40,100.0,1
226.00,40.0,1
250.53,100.0,8
72.37,100.0,1
50.81,200.0,3
1.75,200.0,5
128.23,40.0,5
209.24,200.0,3
141.68,100.0,2
151.96,40.0,4
326.24,200.0,3
123.52,100.0,2
183.87,40.0,2
277.68,200.0,2
144.37,40.0,1
225.63,100.0,8
307.17,100.0,4
337.96,100.0,2
47.24,200.0,1
335.42,40.0,1
176.07,40.0,2
91.47,100.0,2
160.32,100.0,4
351.91,40.0,3
175.94,100.0,1
116.97,40.0,5
230.88,200.0,2
80.36,200.0,5
27.95,200.0,1
45.04,40.0,2
44.28,200.0,2
56.18,100.0,1
50.92,200.0,1
233.91,100.0,3
60.28,200.0,3
119.04,100.0,2
325.24,40.0,3
168.78,200.0,1
236.74,40.0,5
56.79,100.0,3
63.86,100.0,1
17.94,40.0,1
56.92,100.0,1
96.23,200.0,5
60.27,40.0,2
29.55,100.0,2
38.69,40.0,2
164.19,40.0,3
68.68,40.0,2
133.00,40.0,5
176.34,40.0,4
247.40,100.0,7
16.80,100.0,3
288.51,100.0,3
224.33,200.0,2
26.24,200.0,3
312.33,200.0,1
332.69,200.0,7
25.94,40.0,8
99.62,40.0,6
290.58,40.0,1
270.31,200.0,2
64.65,200.0,1
69.60,40.0,2
132.62,100.0,4
176.58,100.0,2
217.75,40.0,4
132.90,200.0,7
161.01,200.0,1
268.36,100.0,3
7.97,100.0,5
88.50,100.0,1
258.56,40.0,1
320.48,100.0,4
183.65,40.0,4
191.95,200.0,1
42.27,40.0,3
156.35,100.0,4
187.99,200.0,4
81.52,200.0,2
99.92,100.0,3
139.27,40.0,1
6.40,200.0,3
117.42,200.0,3
74.21,200.0,3
117.24,200.0,3
37.89,200.0,2
322.55,200.0,3
208.28,40.0,4
246.26,100.0,3
285.82,200.0,2
179.09,100.0,2
25.36,200.0,2
189.03,100.0,4
206.63,200.0,2
265.60,200.0,2
149.88,40.0,5
49.37,100.0,7
100.54,200.0,3
127.06,200.0,3
229.97,100.0,1
202.47,200.0,3
128.01,40.0,6
355.16,100.0,2
220.19,200.0,1
82.97,200.0,4
40.92,40.0,3
57.51,200.0,2
84.09,40.0,1
61.31,100.0,3
62.16,100.0,2
104.17,40.0,7
59.81,200.0,4
326.78,40.0,3
31.68,40.0,8
189.06,200.0,5
148.90,200.0,4
351.05,200.0,9
34.81,200.0,5
141.03,100.0,2
345.74,100.0,3
312.95,200.0,1
292.46,40.0,1
95.76,100.0,1
62.41,40.0,1
242.22,200.0,1
331.33,40.0,2
201.62,200.0,2
208.23,40.0,3
98.87,100.0,2
277.06,100.0,4
68.65,100.0,4
111.75,100.0,2
152.03,40.0,2
178.99,200.0,2
81.46,200.0,2
38.68,200.0,7
213.68,100.0,2
97.26,100.0,5
203.35,200.0,1
59.63,40.0,5
171.50,40.0,4
193.66,200.0,4
16.32,200.0,7
118.12,40.0,3
48.06,40.0,2
21.40,40.0,2
352.06,100.0,6
115.41,200.0,5
288.16,100.0,1
91.20,40.0,3
245.50,100.0,1
269.52,40.0,3
207.61,200.0,6
169.81,200.0,3
146.60,100.0,2
119.58,100.0,7
339.95,40.0,2
293.58,200.0,5
348.95,200.0,5
48.84,100.0,2
259.39,100.0,2
334.42,100.0,1
60.21,100.0,5
21.03,40.0,6
262.01,40.0,3
206.92,40.0,4
298.62,40.0,1
50.09,40.0,1
290.97,40.0,1
74.14,100.0,3
59.15,100.0,3
56.06,200.0,2
294.24,40.0,2
238.27,100.0,2
185.26,100.0,2
124.31,40.0,6
319.87,40.0,1
139.50,100.0,3
289.95,200.0,3
154.68,200.0,2
133.14,200.0,4
167.28,200.0,2
109.34,40.0,5
270.69,100.0,4
173.11,200.0,7
81.16,40.0,2
323.81,40.0,3
132.19,100.0,2
190.60,200.0,4
328.60,200.0,1
219.37,100.0,2
41.35,200.0,1
335.15,200.0,4
219.12,200.0,1
116.41,100.0,3
53.76,200.0,4
288.02,100.0,4
225.60,200.0,4
189.88,40.0,4
318.10,40.0,2
283.48,100.0,4
53.54,40.0,8
114.44,40.0,1
82.98,200.0,5
266.88,40.0,4
7.50,100.0,3
201.25,100.0,4
276.37,40.0,1
314.76,200.0,3
120.76,40.0,3
293.94,100.0,3
38.59,100.0,2
306.85,200.0,2
48.92,100.0,5
146.55,40.0,5
288.87,200.0,2
51.15,200.0,1
82.88,40.0,1
258.38,40.0,6
255.55,100.0,3
232.41,100.0,6
243.38,200.0,5
197.02,100.0,5
88.61,40.0,2
124.37,100.0,2
65.59,200.0,2
330.95,100.0,2
209.37,100.0,3
144.14,100.0,3
159.67,100.0,4
341.18,100.0,5
50.50,200.0,4
211.37,100.0,3
180.12,40.0,2
219.80,200.0,2
1.42,40.0,2
309.85,40.0,2
338.16,40.0,2
196.72,200.0,2
244.71,200.0,5
327.12,100.0,4
257.57,200.0,2
56.38,100.0,6
203.53,200.0,4
214.97,40.0,1
149.50,200.0,1
266.75,100.0,3
337.61,200.0,4
329.85,200.0,1
156.74,200.0,1
35.98,100.0,1
355.60,200.0,3
303.64,200.0,7
41.65,100.0,4
326.21,200.0,6
308.82,100.0,1
188.68,200.0,3
208.95,100.0,1
144.69,200.0,3
20.25,40.0,1
117.82,100.0,7
285.06,200.0,2
357.21,100.0,5
120.15,40.0,1
144.75,100.0,4
192.44,200.0,1
331.30,100.0,5
118.42,200.0,1
127.68,200.0,5
266.99,200.0,3
158.93,40.0,4
83.80,100.0,2
162.02,40.0,7
50.82,100.0,2
64.48,200.0,5
180.12,100.0,1
150.56,200.0,3
325.28,200.0,2
127.38,100.0,4
211.28,100.0,2
223.25,100.0,1
2.72,100.0,2
236.32,200.0,2
62.39,100.0,3
347.13,100.0,4
57.43,40.0,4
145.41,100.0,1
26.22,40.0,3
354.97,200.0,5
181.87,200.0,2
213.46,200.0,3
20.86,100.0,3
272.16,100.0,2
77.61,100.0,1
326.47,100.0,6
76.19,200.0,1
64.52,200.0,3
14.55,100.0,4
167.61,40.0,1
204.42,200.0,1
25.28,40.0,1
280.76,200.0,2
162.56,100.0,4
182.77,200.0,4
157.45,100.0,1
147.85,100.0,3
203.37,200.0,2
50.43,100.0,4
60.65,200.0,3
306.32,100.0,1
343.26,40.0,3
136.18,100.0,4
93.14,40.0,1
230.06,200.0,1
149.41,100.0,1
10.33,200.0,1
55.42,200.0,4
257.90,40.0,1
236.08,40.0,2
6.98,40.0,4
78.65,100.0,3
82.89,200.0,1
243.73,200.0,3
7.36,200.0,1
39.61,40.0,1
283.60,200.0,1
62.62,200.0,1
228.09,200.0,3
81.47,40.0,4
37.26,100.0,1
90.92,40.0,1
254.99,40.0,6
307.01,40.0,2
301.00,200.0,2
139.04,40.0,4
239.55,100.0,2
74.33,200.0,1
105.16,40.0,4
319.88,40.0,1
2.55,100.0,2
32.84,40.0,4
73.54,100.0,10
4.05,40.0,1
66.61,200.0,1
203.35,100.0,1
152.46,200.0,1
318.02,200.0,1
298.58,40.0,2
120.68,40.0,1
89.27,200.0,4
131.49,200.0,4
209.06,40.0,1
98.77,40.0,2
227.96,100.0,1
144.68,100.0,4
196.49,40.0,1
157.22,200.0,2
107.86,200.0,1
342.93,40.0,1
272.92,100.0,2
49.13,40.0,3
313.96,200.0,2
168.03,100.0,2
323.20,100.0,1
285.55,200.0,1
154.94,40.0,1
2.93,200.0,1
95.88,40.0,6
192.81,40.0,3
227.42,200.0,2
86.65,100.0,1
49.80,200.0,4
300.61,100.0,3
354.61,200.0,1
188.03,100.0,1
62.76,40.0,7
99.05,100.0,6
3.70,40.0,4
332.25,100.0,4
41.98,40.0,1
200.77,200.0,7
92.59,40.0,5
195.34,200.0,2
235.85,100.0,1
300.08,100.0,6
75.89,40.0,2
3.17,200.0,2
48.40,40.0,1
320.47,100.0,1
312.28,200.0,2
212.34,100.0,5
209.89,200.0,2
235.21,100.0,1
62.98,100.0,5
331.36,100.0,5
153.98,200.0,2
141.33,40.0,3
185.43,200.0,4
15.21,40.0,4
60.36,100.0,2
267.86,40.0,1
25.18,40.0,4
214.10,200.0,1
89.40,200.0,2
137.84,100.0,2
102.72,100.0,6
127.88,40.0,2
254.84,40.0,2
103.62,200.0,1
200.35,40.0,5
164.26,100.0,2
232.24,200.0,3
340.32,200.0,2
260.73,40.0,2
76.18,40.0,1
7.99,200.0,1
96.41,200.0,5
209.59,200.0,2
16.30,200.0,3
179.73,200.0,1
216.42,100.0,2
115.86,40.0,6
280.03,40.0,2
36.58,200.0,6
25.83,100.0,2
257.33,100.0,2
171.81,100.0,1
248.28,200.0,4
154.96,100.0,1
86.37,40.0,3
296.30,200.0,1
289.66,100.0,3
245.59,40.0,4
97.10,100.0,4
207.35,40.0,1
131.51,40.0,1
33.57,100.0,2
334.57,200.0,1
44.69,40.0,1
337.57,200.0,1
156.82,40.0,2
