angle,force,duration
232.39,200.0,3
58.25,40.0,40
23.87,100.0,11
230.73,100.0,1
13.01,40.0,40
204.22,100.0,3
337.77,200.0,3
201.92,100.0,8
137.12,200.0,5
224.11,100.0,8
159.23,100.0,14
191.32,40.0,40
343.33,40.0,34
129.32,40.0,38
349.16,40.0,37
334.09,40.0,35
63.80,100.0,13
20.38,200.0,11
38.71,200.0,6
2.81,100.0,9
35.54,200.0,1
242.92,200.0,4
21.47,200.0,1
112.71,100.0,18
308.45,40.0,40
8.15,40.0,38
295.59,200.0,3
96.93,200.0,8
36.64,200.0,6
247.91,200.0,2
225.69,200.0,5
317.58,200.0,7
267.57,40.0,38
291.25,100.0,10
98.73,200.0,9
57.31,40.0,39
276.70,100.0,8
293.54,200.0,5
353.36,200.0,4
137.73,100.0,12
124.70,40.0,39
283.20,40.0,37
115.37,40.0,40
340.29,200.0,7
313.31,40.0,39
145.49,100.0,6
273.17,200.0,1
276.07,40.0,40
31.67,100.0,18
325.68,40.0,39
170.37,100.0,9
304.36,100.0,5
110.64,200.0,10
325.75,200.0,10
137.44,40.0,40
6.06,200.0,5
330.85,40.0,35
34.68,100.0,14
106.06,200.0,4
339.12,200.0,3
340.70,200.0,7
195.57,100.0,12
223.31,40.0,37
159.37,40.0,3
95.39,200.0,5
108.22,200.0,9
238.52,100.0,5
277.34,100.0,3
287.16,40.0,36
288.07,100.0,2
26.42,100.0,14
167.48,100.0,11
23.87,200.0,9
195.65,100.0,14
147.05,200.0,2
328.52,100.0,7
121.39,200.0,3
43.68,100.0,12
48.55,100.0,11
277.16,40.0,38
216.89,200.0,2
35.67,200.0,9
25.40,40.0,37
246.30,100.0,7
23.08,40.0,40
302.05,100.0,10
250.02,200.0,4
29.73,40.0,39
33.70,100.0,10
350.94,100.0,10
129.73,200.0,7
126.44,200.0,1
300.68,40.0,39
338.77,200.0,6
356.93,100.0,3
276.38,200.0,1
133.45,100.0,16
29.83,200.0,7
282.97,100.0,4
195.18,200.0,6
149.69,100.0,14
330.71,100.0,8
33.30,100.0,12
174.31,200.0,5
4.90,200.0,9
163.77,100.0,7
16.16,100.0,13
41.59,200.0,13
38.94,100.0,15
230.51,200.0,6
266.07,200.0,1
205.58,100.0,7
351.99,100.0,10
124.48,40.0,39
102.77,40.0,39
316.07,200.0,4
79.71,200.0,10
349.82,200.0,5
4.67,100.0,6
351.38,200.0,9
17.79,200.0,10
324.04,100.0,10
181.27,100.0,12
358.68,100.0,14
28.08,100.0,14
195.62,100.0,3
351.98,200.0,4
180.36,200.0,5
225.18,40.0,38
245.20,100.0,3
157.44,100.0,8
216.06,100.0,4
202.25,200.0,1
326.66,200.0,4
13.96,200.0,5
97.95,100.0,16
341.89,200.0,5
324.49,40.0,40
154.38,200.0,2
216.73,100.0,7
92.27,100.0,11
59.73,200.0,8
161.03,100.0,12
122.68,100.0,15
205.19,100.0,9
25.63,200.0,8
349.80,100.0,9
358.63,100.0,7
250.19,100.0,3
185.79,200.0,1
101.26,100.0,11
295.41,100.0,9
242.80,100.0,8
54.99,40.0,37
331.80,200.0,6
300.34,200.0,4
344.08,100.0,15
264.65,40.0,39
218.13,200.0,4
146.18,100.0,11
342.56,100.0,8
311.18,200.0,6
11.96,200.0,3
4.08,40.0,39
130.47,200.0,2
299.98,100.0,4
352.43,200.0,2
55.27,200.0,8
203.60,100.0,8
135.34,100.0,7
347.52,200.0,10
304.01,40.0,39
305.86,200.0,2
159.57,100.0,8
140.85,100.0,6
91.07,200.0,10
22.03,100.0,13
316.39,100.0,9
295.11,40.0,40
0.10,200.0,8
0.16,200.0,6
190.73,200.0,3
279.14,40.0,38
338.22,40.0,34
306.81,200.0,6
85.81,200.0,15
151.81,200.0,6
44.25,100.0,16
346.09,200.0,9
209.07,40.0,37
78.67,200.0,2
236.57,40.0,39
221.63,200.0,1
122.84,100.0,7
42.06,40.0,40
239.50,40.0,38
175.43,200.0,5
282.33,100.0,5
184.51,200.0,4
312.02,200.0,5
195.19,100.0,11
198.84,200.0,4
317.28,200.0,1
136.12,100.0,4
47.11,100.0,7
8.11,200.0,11
277.40,100.0,5
222.00,100.0,9
250.53,200.0,6
70.37,100.0,11
49.81,40.0,36
2.75,40.0,37
123.23,100.0,16
205.24,200.0,3
136.68,100.0,7
146.96,100.0,6
330.24,200.0,3
118.52,200.0,5
178.87,100.0,13
281.68,200.0,5
138.37,200.0,4
222.63,100.0,1
312.17,100.0,12
338.96,100.0,11
45.24,200.0,5
337.42,100.0,15
171.07,200.0,1
88.47,200.0,7
155.32,200.0,7
351.91,100.0,4
170.94,200.0,5
111.97,200.0,11
227.88,200.0,1
78.36,100.0,18
27.95,100.0,6
43.04,100.0,13
43.28,40.0,40
54.18,100.0,12
48.92,200.0,8
230.91,100.0,9
58.28,200.0,4
114.04,200.0,7
329.24,100.0,7
164.78,40.0,37
234.74,100.0,4
54.79,100.0,12
61.86,40.0,40
17.94,40.0,40
54.92,100.0,6
93.23,200.0,5
57.27,200.0,12
28.55,200.0,2
36.69,200.0,2
159.19,100.0,12
65.68,200.0,14
128.00,100.0,11
171.34,200.0,3
247.40,40.0,37
16.80,200.0,2
293.51,40.0,37
221.33,100.0,7
26.24,100.0,8
317.33,100.0,11
335.69,200.0,8
25.94,40.0,39
96.62,40.0,38
294.58,100.0,13
273.31,100.0,8
62.65,100.0,16
67.60,40.0,36
127.62,100.0,15
171.58,200.0,7
213.75,200.0,2
128.90,40.0,35
157.01,40.0,3
271.36,100.0,2
7.97,200.0,4
85.50,200.0,7
258.56,200.0,4
324.48,200.0,6
178.65,200.0,3
187.95,40.0,40
40.27,200.0,12
151.35,200.0,4
183.99,100.0,8
79.52,100.0,13
96.92,100.0,17
133.27,200.0,9
6.40,200.0,10
113.42,200.0,3
72.21,200.0,7
113.24,100.0,15
36.89,100.0,11
327.55,100.0,6
204.28,100.0,1
245.26,100.0,1
290.82,40.0,38
174.09,200.0,7
25.36,40.0,36
185.03,40.0,35
202.63,100.0,15
268.60,100.0,5
144.88,40.0,39
48.37,40.0,34
97.54,100.0,15
122.06,200.0,9
226.97,100.0,10
198.47,100.0,12
123.01,100.0,14
355.16,100.0,10
216.19,200.0,5
80.97,100.0,18
39.92,40.0,39
55.51,200.0,5
81.09,100.0,18
59.31,100.0,12
60.16,100.0,9
100.17,200.0,10
57.81,200.0,6
330.78,100.0,6
30.68,200.0,5
185.06,100.0,9
143.90,200.0,2
352.05,40.0,33
33.81,200.0,3
136.03,100.0,6
345.74,200.0,5
317.95,200.0,2
296.46,200.0,3
92.76,100.0,22
59.41,200.0,9
240.22,200.0,4
333.33,100.0,8
197.62,100.0,7
203.23,200.0,4
95.87,40.0,39
281.06,100.0,3
66.65,100.0,13
107.75,100.0,6
146.03,200.0,9
174.99,100.0,6
79.46,100.0,13
37.68,200.0,2
209.68,200.0,3
94.26,40.0,39
199.35,100.0,11
57.63,100.0,7
166.50,200.0,3
189.66,100.0,8
16.32,200.0,9
113.12,200.0,4
46.06,100.0,12
20.40,200.0,9
352.06,100.0,13
111.41,200.0,5
293.16,40.0,37
88.20,100.0,17
244.50,100.0,1
272.52,100.0,7
204.61,40.0,35
165.81,100.0,8
141.60,40.0,39
114.58,200.0,11
341.95,100.0,9
298.58,200.0,5
349.95,100.0,8
46.84,200.0,8
261.39,100.0,3
336.42,40.0,35
58.21,100.0,14
20.03,200.0,13
264.01,100.0,9
201.92,200.0,7
303.62,40.0,37
48.09,40.0,40
294.97,100.0,7
72.14,100.0,13
57.15,100.0,13
54.06,200.0,1
298.24,200.0,4
236.27,100.0,5
180.26,200.0,5
119.31,100.0,13
323.87,200.0,5
134.50,100.0,9
294.95,100.0,11
149.68,200.0,5
128.14,200.0,6
163.28,40.0,5
105.34,100.0,16
273.69,100.0,3
169.11,100.0,11
78.16,200.0,9
327.81,100.0,2
127.19,100.0,9
186.60,100.0,9
332.60,100.0,8
216.37,40.0,38
40.35,100.0,11
337.15,100.0,12
216.12,100.0,6
112.41,40.0,39
52.76,40.0,36
292.02,200.0,7
222.60,100.0,7
184.88,200.0,1
322.10,100.0,8
287.48,200.0,4
51.54,100.0,10
110.44,40.0,38
80.98,100.0,15
268.88,200.0,3
7.50,200.0,2
197.25,100.0,3
279.37,100.0,5
319.76,200.0,2
115.76,200.0,1
298.94,100.0,6
37.59,40.0,40
311.85,200.0,3
46.92,200.0,11
141.55,40.0,33
293.87,100.0,2
49.15,200.0,5
79.88,200.0,9
259.38,200.0,1
256.55,200.0,2
229.41,200.0,2
243.38,100.0,6
193.02,40.0,38
85.61,100.0,18
119.37,200.0,7
63.59,100.0,16
334.95,40.0,34
205.37,100.0,7
139.14,100.0,9
154.67,200.0,7
342.18,200.0,6
48.50,200.0,8
207.37,100.0,9
175.12,100.0,17
216.80,40.0,38
1.42,100.0,8
314.85,40.0,36
340.16,40.0,39
192.72,100.0,10
244.71,200.0,2
330.12,100.0,7
258.57,100.0,2
54.38,100.0,18
199.53,100.0,14
210.97,100.0,3
144.50,100.0,13
268.75,100.0,12
339.61,200.0,10
332.85,100.0,4
151.74,200.0,9
34.98,40.0,38
355.60,200.0,6
308.64,200.0,7
40.65,40.0,33
329.21,200.0,7
313.82,100.0,5
184.68,100.0,8
204.95,100.0,7
139.69,200.0,1
19.25,200.0,10
113.82,100.0,6
290.06,100.0,5
357.21,100.0,18
115.15,200.0,2
139.75,100.0,10
188.44,40.0,39
334.30,100.0,12
114.42,40.0,39
123.68,100.0,10
269.99,40.0,39
153.93,100.0,11
81.80,100.0,10
157.02,100.0,13
48.82,100.0,17
62.48,200.0,7
175.12,200.0,6
145.56,200.0,2
329.28,40.0,34
122.38,200.0,4
207.28,100.0,6
220.25,100.0,1
2.72,100.0,14
234.32,200.0,2
60.39,100.0,12
348.13,40.0,36
55.43,100.0,9
140.41,40.0,39
25.22,100.0,13
354.97,200.0,8
177.87,100.0,7
209.46,200.0,5
20.86,40.0,40
275.16,100.0,3
75.61,100.0,8
330.47,200.0,4
74.19,100.0,19
62.52,200.0,5
14.55,200.0,3
162.61,100.0,12
200.42,100.0,8
24.28,200.0,5
284.76,200.0,1
157.56,200.0,5
178.77,100.0,8
152.45,100.0,10
142.85,100.0,8
199.37,100.0,9
48.43,100.0,15
58.65,200.0,5
311.32,100.0,8
344.26,100.0,9
131.18,100.0,15
89.14,200.0,14
227.06,200.0,4
144.41,40.0,35
10.33,200.0,6
53.42,200.0,8
258.90,40.0,36
233.08,200.0,4
6.98,100.0,11
76.65,100.0,13
80.89,100.0,15
242.73,40.0,40
7.36,200.0,7
37.61,200.0,9
288.60,100.0,2
60.62,100.0,15
226.09,100.0,4
78.47,200.0,10
36.26,100.0,11
87.92,100.0,19
255.99,200.0,1
312.01,40.0,39
306.00,200.0,2
133.04,200.0,10
237.55,100.0,10
72.33,100.0,17
101.16,200.0,4
323.88,40.0,39
2.55,100.0,13
31.84,100.0,15
71.54,100.0,16
4.05,100.0,1
64.61,100.0,15
199.35,40.0,40
147.46,100.0,14
323.02,40.0,33
302.58,200.0,6
115.68,100.0,14
87.27,40.0,39
126.49,200.0,5
204.06,200.0,7
95.77,40.0,38
224.96,40.0,37
139.68,100.0,9
191.49,100.0,12
152.22,200.0,4
104.86,40.0,39
343.93,40.0,38
275.92,200.0,5
47.13,100.0,11
318.96,200.0,3
163.03,200.0,9
327.20,200.0,1
290.55,100.0,1
148.94,200.0,7
2.93,200.0,6
92.88,100.0,12
187.81,200.0,1
224.42,200.0,2
83.65,100.0,21
48.80,40.0,37
305.61,100.0,9
354.61,200.0,3
183.03,200.0,4
60.76,40.0,39
96.05,100.0,18
3.70,100.0,10
335.25,200.0,7
39.98,200.0,2
196.77,200.0,2
89.59,40.0,39
191.34,100.0,8
232.85,200.0,4
305.08,100.0,10
73.89,40.0,36
3.17,200.0,6
46.40,100.0,6
324.47,100.0,7
317.28,200.0,2
208.34,200.0,1
205.89,200.0,4
233.21,100.0,4
60.98,100.0,13
334.36,200.0,9
148.98,100.0,18
136.33,40.0,36
181.43,100.0,8
15.21,100.0,8
58.36,100.0,11
269.86,100.0,3
24.18,100.0,19
210.10,200.0,5
87.40,100.0,13
132.84,40.0,40
99.72,40.0,39
122.88,100.0,11
255.84,100.0,2
100.62,40.0,37
195.35,200.0,5
159.26,200.0,7
230.24,200.0,3
342.32,200.0,2
262.73,40.0,37
73.18,200.0,11
7.99,200.0,6
94.41,40.0,38
205.59,200.0,3
16.30,200.0,6
175.73,40.0,40
212.42,100.0,9
110.86,200.0,7
283.03,200.0,4
35.58,200.0,6
24.83,200.0,11
259.33,40.0,40
166.81,200.0,6
248.28,40.0,40
149.96,100.0,9
83.37,200.0,6
301.30,100.0,9
294.66,40.0,37
244.59,200.0,5
94.10,100.0,16
202.35,200.0,6
126.51,100.0,7
32.57,200.0,2
337.57,200.0,5
42.69,40.0,40
338.57,200.0,4
151.82,100.0,7
