angle,force,duration
243.42,40.0,13
282.99,100.0,7
320.18,100.0,6
117.02,200.0,1
128.60,200.0,4
26.10,40.0,29
198.26,40.0,20
12.18,40.0,31
155.88,40.0,20
185.51,40.0,17
92.33,100.0,8
199.79,200.0,1
8.97,100.0,4
8.33,100.0,14
293.68,200.0,4
124.89,100.0,5
44.01,200.0,3
176.00,200.0,8
269.67,200.0,2
68.05,40.0,31
217.36,200.0,1
30.06,40.0,35
12.32,100.0,6
187.36,40.0,15
181.52,100.0,4
222.41,40.0,15
258.09,200.0,3
354.71,100.0,5
179.14,200.0,5
113.02,100.0,4
281.39,100.0,2
94.15,200.0,5
146.80,40.0,13
29.95,40.0,29
8.48,100.0,12
349.17,200.0,1
298.52,40.0,10
245.44,200.0,10
140.26,100.0,6
59.32,40.0,31
46.82,100.0,6
79.60,100.0,8
186.47,100.0,5
248.60,40.0,14
234.72,40.0,6
92.19,40.0,23
347.76,200.0,5
259.37,100.0,2
187.82,40.0,29
214.90,100.0,5
145.59,40.0,22
82.98,100.0,10
122.55,40.0,16
271.19,40.0,12
1.28,200.0,7
42.96,40.0,33
19.75,100.0,10
14.50,200.0,4
303.00,100.0,2
249.80,40.0,6
158.72,40.0,19
27.31,40.0,36
166.58,40.0,20
161.63,200.0,8
60.68,40.0,31
151.27,40.0,21
138.43,200.0,4
213.25,40.0,13
219.46,100.0,1
13.71,40.0,35
132.88,100.0,6
212.40,200.0,4
176.67,40.0,20
306.79,200.0,3
229.39,100.0,2
55.25,100.0,10
22.87,100.0,10
227.73,40.0,12
13.01,40.0,20
201.22,200.0,3
335.77,100.0,4
199.92,40.0,18
137.12,40.0,24
221.11,100.0,4
158.23,100.0,11
189.32,40.0,19
341.33,40.0,13
128.32,100.0,6
348.16,40.0,21
329.09,100.0,3
60.80,200.0,6
20.38,40.0,31
37.71,40.0,34
2.81,40.0,27
34.54,40.0,33
238.92,200.0,4
20.47,200.0,2
112.71,40.0,19
301.45,100.0,1
7.15,200.0,8
288.59,200.0,2
95.93,200.0,4
34.64,200.0,5
243.91,40.0,11
223.69,40.0,10
311.58,200.0,3
261.57,40.0,17
284.25,100.0,5
97.73,200.0,6
54.31,100.0,9
270.70,40.0,20
286.54,200.0,4
353.36,100.0,10
136.73,200.0,3
123.70,100.0,8
276.20,40.0,14
114.37,100.0,11
338.29,40.0,13
306.31,100.0,5
144.49,100.0,6
267.17,100.0,3
269.07,200.0,4
29.67,200.0,10
320.68,100.0,1
169.37,40.0,12
297.36,40.0,21
110.64,100.0,4
320.75,200.0,1
136.44,100.0,8
6.06,200.0,1
325.85,100.0,3
33.68,40.0,33
106.06,40.0,22
338.12,40.0,19
339.70,40.0,26
193.57,40.0,25
220.31,40.0,12
158.37,40.0,22
94.39,200.0,5
108.22,100.0,4
234.52,200.0,2
271.34,40.0,9
280.16,40.0,10
281.07,40.0,16
25.42,40.0,32
166.48,40.0,19
23.87,40.0,36
193.65,100.0,7
146.05,200.0,4
322.52,200.0,1
121.39,40.0,23
41.68,100.0,10
45.55,200.0,7
270.16,100.0,4
214.89,40.0,8
34.67,100.0,1
23.40,200.0,6
241.30,200.0,6
22.08,40.0,33
295.05,100.0,5
246.02,40.0,7
27.73,200.0,9
32.70,40.0,31
350.94,40.0,25
129.73,100.0,3
126.44,40.0,21
293.68,40.0,13
337.77,40.0,18
356.93,40.0,19
270.38,100.0,2
133.45,40.0,20
28.83,100.0,15
275.97,100.0,4
193.18,200.0,3
148.69,200.0,4
325.71,200.0,3
31.30,100.0,12
173.31,100.0,8
4.90,200.0,5
162.77,40.0,21
15.16,200.0,7
40.59,40.0,31
36.94,100.0,14
227.51,200.0,2
260.07,100.0,5
202.58,200.0,7
350.99,100.0,6
123.48,100.0,7
101.77,40.0,24
310.07,100.0,3
77.71,200.0,5
348.82,200.0,6
4.67,40.0,23
351.38,40.0,27
17.79,100.0,11
319.04,40.0,12
179.27,200.0,4
358.68,100.0,6
27.08,100.0,11
193.62,40.0,19
351.98,40.0,20
179.36,40.0,17
222.18,40.0,15
240.20,200.0,4
156.44,100.0,3
213.06,100.0,4
200.25,40.0,26
321.66,200.0,4
13.96,100.0,3
96.95,100.0,8
340.89,40.0,22
318.49,200.0,1
153.38,200.0,2
213.73,200.0,1
91.27,40.0,25
57.73,40.0,34
160.03,100.0,7
122.68,40.0,20
203.19,40.0,21
24.63,200.0,5
348.80,200.0,7
358.63,40.0,21
245.19,200.0,3
183.79,200.0,3
100.26,100.0,17
288.41,100.0,4
238.80,100.0,4
51.99,100.0,8
327.80,100.0,5
293.34,200.0,4
343.08,40.0,17
258.65,200.0,1
216.13,40.0,20
145.18,200.0,2
339.56,200.0,1
305.18,100.0,3
11.96,40.0,34
4.08,40.0,17
130.47,40.0,22
292.98,40.0,16
352.43,100.0,6
53.27,100.0,6
200.60,200.0,7
134.34,200.0,1
347.52,100.0,1
297.01,40.0,19
298.86,200.0,4
158.57,40.0,22
139.85,100.0,7
90.07,200.0,3
21.03,200.0,8
310.39,40.0,9
288.11,40.0,14
0.10,200.0,4
0.16,200.0,3
188.73,200.0,1
272.14,100.0,1
336.22,40.0,20
300.81,40.0,15
84.81,100.0,7
151.81,40.0,14
42.25,100.0,8
345.09,100.0,7
206.07,100.0,3
76.67,200.0,1
232.57,100.0,2
218.63,200.0,8
121.84,200.0,2
40.06,100.0,5
235.50,100.0,1
174.43,40.0,18
275.33,100.0,8
183.51,40.0,17
306.02,40.0,14
193.19,100.0,4
196.84,200.0,1
311.28,100.0,4
135.12,100.0,8
45.11,40.0,28
8.11,200.0,4
271.40,40.0,11
219.00,200.0,2
246.53,40.0,10
68.37,40.0,30
46.81,200.0,3
2.75,40.0,16
123.23,40.0,20
203.24,100.0,1
135.68,100.0,11
145.96,100.0,5
326.24,40.0,10
118.52,40.0,25
177.87,40.0,13
275.68,40.0,9
138.37,40.0,22
219.63,100.0,3
306.17,40.0,12
336.96,200.0,7
43.24,40.0,36
334.42,100.0,3
170.07,100.0,4
87.47,100.0,5
155.32,40.0,12
350.91,200.0,8
169.94,100.0,8
111.97,100.0,5
224.88,200.0,1
76.36,200.0,4
26.95,40.0,33
41.04,40.0,40
41.28,40.0,31
51.18,200.0,5
46.92,100.0,11
227.91,100.0,5
56.28,40.0,30
114.04,100.0,3
324.24,40.0,16
163.78,40.0,17
230.74,200.0,3
51.79,200.0,2
58.86,100.0,13
16.94,200.0,5
51.92,100.0,11
92.23,100.0,14
55.27,100.0,4
27.55,40.0,39
34.69,100.0,14
158.19,100.0,7
63.68,100.0,13
127.00,200.0,5
170.34,100.0,3
242.40,200.0,2
16.80,40.0,36
286.51,40.0,10
218.33,100.0,7
25.24,40.0,31
311.33,40.0,23
332.69,40.0,21
24.94,100.0,9
95.62,40.0,21
287.58,100.0,6
267.31,100.0,2
59.65,200.0,8
64.60,200.0,2
127.62,40.0,19
170.58,200.0,3
211.75,40.0,9
127.90,100.0,6
156.01,40.0,18
265.36,40.0,12
7.97,100.0,7
84.50,40.0,33
253.56,200.0,3
319.48,100.0,6
177.65,40.0,18
185.95,100.0,3
39.27,40.0,36
150.35,200.0,5
181.99,100.0,7
77.52,100.0,15
95.92,100.0,2
133.27,100.0,4
6.40,200.0,5
113.42,40.0,21
70.21,100.0,9
113.24,40.0,18
34.89,100.0,6
321.55,200.0,3
201.28,200.0,1
241.26,40.0,14
283.82,40.0,12
173.09,100.0,9
23.36,200.0,4
183.03,40.0,17
200.63,40.0,24
262.60,100.0,1
143.88,100.0,4
45.37,200.0,7
96.54,100.0,8
122.06,100.0,5
223.97,100.0,4
196.47,40.0,26
123.01,40.0,19
355.16,40.0,24
214.19,40.0,26
78.97,200.0,3
37.92,100.0,11
53.51,40.0,34
80.09,40.0,17
56.31,200.0,3
57.16,100.0,13
100.17,40.0,19
55.81,40.0,32
325.78,40.0,16
29.68,100.0,13
183.06,200.0,2
143.90,40.0,17
351.05,200.0,2
31.81,200.0,6
135.03,100.0,9
345.74,40.0,21
311.95,40.0,16
289.46,200.0,2
91.76,40.0,27
57.41,40.0,35
237.22,40.0,13
330.33,100.0,3
195.62,40.0,22
201.23,100.0,7
94.87,40.0,23
274.06,100.0,5
63.65,200.0,4
106.75,100.0,12
146.03,40.0,23
172.99,200.0,4
77.46,100.0,13
35.68,200.0,4
207.68,40.0,17
93.26,40.0,25
197.35,40.0,23
54.63,100.0,17
165.50,100.0,9
187.66,100.0,7
16.32,100.0,8
113.12,40.0,23
44.06,40.0,33
20.40,40.0,33
352.06,100.0,5
111.41,40.0,23
286.16,40.0,11
87.20,40.0,22
240.50,40.0,12
266.52,40.0,10
201.61,100.0,4
164.81,40.0,22
140.60,100.0,6
114.58,100.0,5
338.95,100.0,5
291.58,200.0,7
348.95,100.0,7
44.84,200.0,5
255.39,200.0,1
333.42,200.0,2
55.21,200.0,3
20.03,40.0,33
258.01,100.0,11
199.92,100.0,8
296.62,40.0,15
45.09,200.0,6
287.97,100.0,2
70.14,40.0,29
54.15,200.0,3
52.06,40.0,29
291.24,200.0,3
232.27,200.0,5
179.26,40.0,17
119.31,40.0,16
317.87,200.0,1
133.50,200.0,2
287.95,100.0,5
149.68,40.0,16
128.14,40.0,27
162.28,40.0,19
104.34,200.0,3
267.69,40.0,13
168.11,40.0,16
77.16,40.0,21
322.81,40.0,18
126.19,200.0,2
184.60,100.0,4
327.60,200.0,4
213.37,40.0,22
38.35,100.0,8
335.15,100.0,1
213.12,100.0,5
111.41,100.0,8
49.76,200.0,2
286.02,40.0,7
219.60,100.0,9
182.88,200.0,5
317.10,40.0,13
280.48,200.0,4
48.54,200.0,4
109.44,100.0,5
78.98,200.0,4
262.88,200.0,2
7.50,100.0,5
195.25,40.0,12
272.37,200.0,5
313.76,100.0,5
115.76,40.0,21
291.94,100.0,1
35.59,100.0,8
305.85,40.0,10
44.92,200.0,6
140.55,100.0,4
286.87,40.0,14
47.15,40.0,34
77.88,200.0,8
254.38,40.0,15
251.55,100.0,3
226.41,100.0,9
239.38,40.0,10
191.02,40.0,17
84.61,40.0,22
119.37,100.0,3
60.59,200.0,7
329.95,100.0,6
202.37,200.0,7
138.14,100.0,12
154.67,40.0,11
341.18,40.0,19
46.50,100.0,4
205.37,40.0,19
174.12,40.0,18
213.80,100.0,3
1.42,40.0,25
307.85,200.0,2
337.16,100.0,4
190.72,40.0,24
240.71,40.0,11
326.12,200.0,4
253.57,100.0,1
52.38,40.0,31
197.53,40.0,27
207.97,100.0,8
143.50,200.0,3
262.75,200.0,4
337.61,40.0,23
329.85,40.0,15
151.74,40.0,18
32.98,40.0,35
355.60,100.0,10
302.64,40.0,13
37.65,200.0,9
326.21,40.0,21
306.82,200.0,9
182.68,200.0,2
201.95,200.0,4
139.69,40.0,19
19.25,100.0,7
112.82,200.0,1
283.06,40.0,18
357.21,100.0,8
115.15,40.0,21
138.75,200.0,2
186.44,40.0,22
330.30,200.0,5
113.42,100.0,8
122.68,200.0,3
263.99,40.0,14
152.93,100.0,8
79.80,40.0,35
156.02,100.0,10
46.82,40.0,35
60.48,40.0,33
174.12,100.0,8
145.56,40.0,15
325.28,40.0,13
122.38,40.0,23
204.28,200.0,5
217.25,40.0,22
2.72,100.0,7
231.32,40.0,13
57.39,200.0,1
347.13,40.0,20
52.43,200.0,4
139.41,100.0,6
24.22,40.0,35
354.97,200.0,5
175.87,200.0,7
207.46,100.0,2
19.86,100.0,7
269.16,40.0,11
73.61,40.0,22
325.47,100.0,9
72.19,40.0,35
60.52,40.0,32
14.55,100.0,5
161.61,100.0,5
198.42,40.0,20
23.28,200.0,8
277.76,200.0,5
156.56,200.0,7
176.77,200.0,1
151.45,100.0,8
141.85,100.0,9
197.37,40.0,23
45.43,200.0,10
56.65,40.0,31
304.32,200.0,3
342.26,100.0,10
131.18,40.0,19
88.14,200.0,4
224.06,200.0,2
143.41,100.0,4
10.33,100.0,13
51.42,40.0,36
252.90,200.0,4
230.08,100.0,3
6.98,40.0,31
74.65,40.0,38
78.89,100.0,10
238.73,100.0,3
7.36,200.0,2
36.61,40.0,37
281.60,40.0,15
57.62,200.0,5
223.09,40.0,10
77.47,40.0,28
34.26,200.0,4
86.92,40.0,17
250.99,40.0,16
305.01,100.0,4
299.00,200.0,2
133.04,100.0,3
234.55,40.0,8
70.33,40.0,34
100.16,200.0,5
318.88,40.0,12
2.55,100.0,6
30.84,40.0,37
69.54,40.0,35
4.05,40.0,21
61.61,200.0,5
196.35,200.0,3
146.46,200.0,4
317.02,100.0,7
295.58,200.0,5
115.68,40.0,19
85.27,200.0,2
126.49,40.0,25
202.06,100.0,4
93.77,200.0,5
221.96,40.0,19
138.68,100.0,11
189.49,100.0,5
152.22,40.0,14
103.86,100.0,3
341.93,100.0,6
269.92,40.0,17
44.13,200.0,11
312.96,100.0,2
162.03,200.0,3
322.20,40.0,24
283.55,40.0,14
148.94,40.0,21
2.93,100.0,14
91.88,40.0,22
185.81,200.0,2
221.42,200.0,2
82.65,40.0,27
45.80,200.0,3
298.61,100.0,5
354.61,100.0,6
182.03,40.0,15
57.76,100.0,9
95.05,100.0,7
3.70,40.0,33
331.25,200.0,3
37.98,200.0,2
194.77,100.0,2
88.59,40.0,21
189.34,40.0,24
229.85,100.0,6
298.08,100.0,6
70.89,200.0,1
3.17,200.0,2
43.40,200.0,7
319.47,100.0,2
311.28,100.0,3
206.34,40.0,22
203.89,40.0,27
229.21,200.0,4
57.98,200.0,3
330.36,200.0,3
147.98,200.0,7
135.33,100.0,5
179.43,200.0,3
14.21,200.0,5
55.36,100.0,16
263.86,100.0,3
23.18,100.0,9
208.10,40.0,26
85.40,200.0,1
131.84,100.0,9
98.72,40.0,26
121.88,200.0,5
250.84,40.0,9
99.62,40.0,26
193.35,200.0,1
158.26,200.0,4
227.24,40.0,15
340.32,40.0,21
256.73,100.0,1
71.18,200.0,2
7.99,100.0,11
92.41,200.0,3
203.59,40.0,26
16.30,40.0,36
173.73,200.0,6
210.42,40.0,4
110.86,100.0,3
277.03,40.0,12
34.58,40.0,32
23.83,200.0,10
253.33,100.0,7
165.81,100.0,8
244.28,40.0,4
148.96,100.0,7
82.37,40.0,24
294.30,100.0,4
287.66,40.0,10
240.59,100.0,2
93.10,100.0,5
200.35,100.0,4
125.51,200.0,2
31.57,40.0,35
333.57,200.0,7
39.69,200.0,7
337.57,40.0,21
150.82,100.0,4
