angle,force,duration
254.94,40.0,28
79.21,100.0,13
111.82,200.0,6
267.80,40.0,30
231.55,40.0,22
304.73,100.0,1
236.51,200.0,5
195.51,100.0,14
28.32,200.0,4
135.44,200.0,6
92.20,100.0,11
86.39,40.0,37
349.98,40.0,31
137.74,40.0,33
328.84,40.0,27
222.09,100.0,7
287.94,200.0,4
173.30,100.0,7
200.13,40.0,39
168.31,40.0,26
67.52,100.0,11
255.69,40.0,25
102.64,100.0,13
6.73,200.0,4
232.68,100.0,6
55.86,100.0,15
343.69,100.0,10
347.77,40.0,24
334.71,40.0,28
135.45,200.0,1
6.61,200.0,9
337.26,100.0,13
147.31,200.0,2
344.33,40.0,29
352.21,40.0,29
309.17,200.0,3
106.97,200.0,4
136.82,100.0,11
304.17,40.0,33
109.25,200.0,1
57.86,200.0,5
194.30,40.0,39
336.01,40.0,29
246.92,40.0,20
195.64,100.0,6
30.82,200.0,7
214.69,200.0,4
358.98,200.0,2
43.10,200.0,7
180.55,100.0,13
313.12,100.0,7
259.72,40.0,25
245.92,100.0,3
248.80,100.0,6
130.00,40.0,33
101.92,100.0,13
291.95,200.0,2
294.60,40.0,37
316.80,100.0,6
326.40,100.0,9
178.81,100.0,4
172.05,40.0,24
283.42,40.0,40
234.87,40.0,25
245.42,100.0,2
284.99,40.0,40
324.18,100.0,3
123.02,100.0,13
134.60,100.0,9
24.10,200.0,6
201.26,200.0,1
11.18,100.0,9
159.88,40.0,30
188.51,40.0,20
96.33,200.0,2
203.79,200.0,1
7.97,200.0,4
7.33,200.0,9
296.68,100.0,3
130.89,100.0,7
44.01,40.0,33
179.00,200.0,9
271.67,40.0,26
70.05,40.0,40
221.36,200.0,1
29.06,40.0,26
11.32,100.0,9
190.36,40.0,21
184.52,100.0,1
225.41,200.0,3
260.09,100.0,7
355.71,40.0,29
183.14,40.0,19
118.02,200.0,8
283.39,40.0,22
98.15,100.0,15
150.80,100.0,3
27.95,200.0,6
8.48,40.0,30
350.17,200.0,5
300.52,200.0,3
248.44,40.0,20
145.26,100.0,5
60.32,40.0,39
46.82,200.0,8
82.60,100.0,14
189.47,100.0,6
250.60,40.0,25
236.72,200.0,3
96.19,40.0,39
349.76,40.0,36
261.37,40.0,23
190.82,100.0,3
218.90,100.0,10
149.59,200.0,6
85.98,100.0,14
127.55,200.0,6
272.19,100.0,5
1.28,100.0,12
41.96,40.0,39
18.75,200.0,1
14.50,40.0,27
306.00,200.0,3
251.80,40.0,19
162.72,40.0,25
26.31,40.0,28
169.58,200.0,6
165.63,200.0,6
61.68,40.0,39
155.27,100.0,11
143.43,200.0,8
217.25,40.0,26
223.46,40.0,20
12.71,100.0,9
138.88,40.0,34
216.40,200.0,2
179.67,200.0,1
310.79,40.0,40
232.39,40.0,27
56.25,100.0,7
21.87,100.0,6
230.73,100.0,5
12.01,100.0,9
205.22,200.0,1
337.77,100.0,8
202.92,100.0,9
142.12,100.0,11
224.11,200.0,3
162.23,200.0,4
192.32,40.0,23
342.33,200.0,9
133.32,200.0,6
349.16,100.0,4
332.09,200.0,5
62.80,100.0,16
19.38,40.0,24
36.71,40.0,27
1.81,200.0,5
32.54,200.0,10
241.92,40.0,22
19.47,100.0,11
117.71,100.0,12
304.45,100.0,6
7.15,100.0,8
290.59,200.0,5
99.93,200.0,5
33.64,200.0,10
245.91,100.0,1
226.69,200.0,4
315.58,100.0,8
263.57,40.0,21
286.25,100.0,4
101.73,200.0,7
55.31,200.0,4
271.70,200.0,4
288.54,200.0,2
353.36,200.0,6
141.73,100.0,11
129.70,100.0,2
277.20,100.0,7
120.37,100.0,13
340.29,100.0,6
309.31,200.0,7
149.49,40.0,25
269.17,40.0,20
271.07,40.0,31
28.67,200.0,7
323.68,200.0,5
172.37,100.0,4
299.36,200.0,5
115.64,200.0,5
324.75,100.0,3
141.44,200.0,6
6.06,100.0,9
328.85,200.0,5
31.68,200.0,9
111.06,100.0,14
339.12,200.0,3
340.70,200.0,7
196.57,200.0,1
223.31,200.0,4
162.37,100.0,8
99.39,100.0,10
114.22,40.0,37
237.52,40.0,27
272.34,100.0,4
281.16,100.0,7
282.07,200.0,2
23.42,200.0,8
169.48,200.0,4
22.87,40.0,35
196.65,100.0,8
151.05,40.0,29
326.52,100.0,6
127.39,40.0,35
40.68,100.0,12
45.55,200.0,9
271.16,200.0,8
218.89,40.0,22
33.67,40.0,32
22.40,100.0,13
244.30,40.0,18
21.08,40.0,27
297.05,200.0,8
248.02,40.0,19
26.73,200.0,4
30.70,200.0,7
350.94,100.0,13
135.73,40.0,31
131.44,200.0,5
295.68,40.0,40
338.77,200.0,5
356.93,100.0,7
271.38,200.0,5
138.45,200.0,2
27.83,100.0,8
276.97,200.0,5
196.18,200.0,3
153.69,100.0,6
329.71,40.0,31
30.30,100.0,11
177.31,40.0,27
4.90,100.0,13
166.77,40.0,31
14.16,200.0,8
39.59,40.0,38
35.94,200.0,5
230.51,200.0,5
262.07,40.0,25
206.58,200.0,2
351.99,200.0,1
129.48,40.0,36
105.77,100.0,12
314.07,40.0,37
80.71,40.0,40
350.82,40.0,26
3.67,200.0,6
352.38,40.0,31
16.79,200.0,4
322.04,200.0,2
182.27,200.0,4
358.68,200.0,1
26.08,100.0,6
196.62,40.0,25
352.98,40.0,25
182.36,40.0,26
226.18,40.0,21
243.20,40.0,18
160.44,100.0,9
217.06,100.0,1
204.25,40.0,38
325.66,100.0,4
12.96,100.0,10
100.95,100.0,14
341.89,200.0,5
322.49,100.0,5
157.38,200.0,9
217.73,200.0,1
95.27,40.0,39
58.73,200.0,4
164.03,100.0,11
128.68,40.0,30
206.19,200.0,4
23.63,100.0,12
349.80,100.0,15
358.63,100.0,9
248.19,40.0,15
186.79,200.0,1
105.26,200.0,3
290.41,100.0,9
240.80,200.0,4
52.99,40.0,40
330.80,200.0,4
296.34,100.0,2
344.08,100.0,15
260.65,100.0,3
220.13,40.0,37
150.18,100.0,7
342.56,40.0,26
309.18,40.0,36
10.96,100.0,8
3.08,100.0,8
135.47,200.0,3
294.98,100.0,2
352.43,200.0,5
53.27,200.0,2
205.60,40.0,18
140.34,40.0,34
348.52,40.0,31
300.01,100.0,4
301.86,200.0,3
162.57,40.0,31
144.85,40.0,39
94.07,100.0,15
20.03,200.0,9
313.39,100.0,7
290.11,100.0,1
0.10,200.0,5
0.16,200.0,5
191.73,200.0,1
273.14,200.0,2
338.22,40.0,25
303.81,100.0,5
87.81,100.0,11
155.81,40.0,29
41.25,200.0,7
347.09,40.0,26
210.07,100.0,8
79.67,40.0,38
235.57,40.0,18
222.63,200.0,10
127.84,200.0,1
39.06,100.0,7
237.50,200.0,9
177.43,100.0,1
277.33,40.0,23
186.51,40.0,27
309.02,100.0,6
196.19,100.0,5
199.84,200.0,3
315.28,40.0,40
140.12,100.0,11
44.11,100.0,13
8.11,40.0,32
272.40,100.0,5
223.00,200.0,2
248.53,40.0,23
70.37,40.0,38
46.81,100.0,10
1.75,100.0,16
129.23,40.0,31
207.24,100.0,4
140.68,200.0,6
149.96,200.0,4
329.24,100.0,5
124.52,40.0,38
180.87,40.0,25
276.68,100.0,4
143.37,40.0,38
223.63,100.0,3
309.17,100.0,8
338.96,100.0,9
43.24,100.0,9
337.42,40.0,26
174.07,40.0,22
90.47,100.0,18
159.32,40.0,26
351.91,100.0,8
173.94,40.0,27
117.97,40.0,38
228.88,100.0,2
79.36,100.0,15
25.95,40.0,26
40.04,200.0,5
40.28,100.0,9
52.18,40.0,40
46.92,100.0,8
231.91,40.0,19
57.28,100.0,10
120.04,100.0,7
327.24,200.0,4
167.78,40.0,23
233.74,100.0,3
52.79,200.0,6
60.86,100.0,8
16.94,40.0,28
52.92,100.0,13
96.23,100.0,16
56.27,100.0,13
26.55,40.0,29
33.69,200.0,7
162.19,100.0,12
65.68,100.0,16
133.00,200.0,2
173.34,200.0,3
245.40,40.0,16
15.80,100.0,11
287.51,200.0,1
222.33,100.0,4
23.24,200.0,7
315.33,40.0,31
335.69,40.0,28
23.94,100.0,7
98.62,200.0,6
289.58,100.0,6
269.31,40.0,21
61.65,100.0,10
66.60,200.0,3
132.62,200.0,4
174.58,100.0,8
215.75,40.0,22
133.90,40.0,38
160.01,40.0,29
266.36,200.0,1
6.97,200.0,3
87.50,100.0,11
255.56,200.0,3
323.48,40.0,38
180.65,100.0,6
188.95,100.0,2
38.27,40.0,35
155.35,40.0,28
184.99,100.0,7
80.52,100.0,13
98.92,200.0,6
139.27,40.0,30
6.40,100.0,8
118.42,100.0,17
72.21,100.0,14
118.24,200.0,2
33.89,100.0,11
325.55,100.0,7
205.28,200.0,3
243.26,200.0,2
284.82,100.0,8
177.09,40.0,24
22.36,100.0,10
186.03,40.0,21
204.63,40.0,37
263.60,200.0,8
147.88,200.0,6
45.37,100.0,5
100.54,100.0,19
128.06,100.0,6
226.97,200.0,2
199.47,100.0,12
128.01,200.0,8
355.16,100.0,11
218.19,100.0,5
81.97,100.0,12
36.92,100.0,7
53.51,100.0,13
82.09,200.0,4
57.31,100.0,11
59.16,40.0,39
104.17,40.0,39
56.81,40.0,40
328.78,200.0,3
28.68,100.0,7
186.06,200.0,2
147.90,200.0,5
352.05,40.0,33
30.81,200.0,7
140.03,200.0,2
346.74,40.0,27
314.95,200.0,4
291.46,200.0,8
94.76,100.0,14
58.41,100.0,6
239.22,200.0,5
333.33,40.0,23
198.62,40.0,39
204.23,200.0,8
98.87,40.0,39
276.06,40.0,18
65.65,100.0,9
112.75,100.0,5
150.03,200.0,4
176.99,40.0,24
80.46,100.0,13
34.68,200.0,6
211.68,40.0,35
97.26,100.0,14
200.35,200.0,5
55.63,40.0,38
169.50,100.0,6
190.66,100.0,7
15.32,100.0,10
119.12,40.0,33
43.06,200.0,5
19.40,40.0,30
352.06,200.0,2
116.41,200.0,3
287.16,200.0,9
90.20,40.0,40
242.50,100.0,7
267.52,100.0,3
205.61,100.0,9
168.81,40.0,29
145.60,100.0,3
120.58,100.0,10
341.95,40.0,25
294.58,100.0,9
349.95,100.0,11
44.84,40.0,34
257.39,100.0,3
335.42,200.0,7
57.21,40.0,39
19.03,40.0,29
260.01,40.0,29
203.92,40.0,39
299.62,40.0,40
45.09,200.0,5
289.97,40.0,24
71.14,200.0,5
55.15,100.0,13
52.06,200.0,6
293.24,200.0,6
235.27,100.0,7
182.26,40.0,26
124.31,200.0,6
321.87,100.0,6
139.50,40.0,21
289.95,200.0,3
153.68,100.0,5
133.14,200.0,7
166.28,40.0,31
109.34,100.0,14
268.69,200.0,2
171.11,100.0,8
79.16,100.0,13
325.81,200.0,4
132.19,40.0,34
187.60,100.0,4
331.60,40.0,38
217.37,40.0,26
37.35,100.0,11
337.15,100.0,5
217.12,100.0,3
117.41,100.0,11
49.76,100.0,11
287.02,100.0,6
223.60,100.0,12
185.88,200.0,3
320.10,200.0,3
282.48,100.0,3
49.54,40.0,38
114.44,100.0,16
81.98,200.0,4
264.88,100.0,1
6.50,200.0,3
198.25,100.0,4
274.37,40.0,29
317.76,100.0,2
121.76,40.0,31
293.94,200.0,2
34.59,100.0,7
308.85,40.0,38
44.92,40.0,40
145.55,100.0,10
287.87,200.0,4
47.15,100.0,10
80.88,100.0,11
256.38,40.0,23
253.55,40.0,29
230.41,40.0,23
241.38,40.0,26
194.02,40.0,21
87.61,40.0,38
125.37,100.0,7
62.59,100.0,7
332.95,200.0,7
206.37,200.0,2
143.14,200.0,2
158.67,40.0,24
342.18,200.0,5
46.50,200.0,5
208.37,200.0,5
177.12,100.0,9
217.80,100.0,7
0.42,200.0,4
311.85,100.0,6
339.16,200.0,6
193.72,100.0,7
242.71,100.0,1
329.12,200.0,2
255.57,100.0,2
52.38,100.0,10
200.53,200.0,4
211.97,200.0,2
148.50,100.0,5
264.75,100.0,5
339.61,100.0,11
331.85,200.0,3
155.74,100.0,2
31.98,40.0,40
356.60,40.0,28
305.64,40.0,34
37.65,40.0,40
329.21,40.0,28
310.82,100.0,9
185.68,200.0,4
205.95,200.0,4
144.69,40.0,31
18.25,100.0,8
118.82,100.0,13
285.06,40.0,36
357.21,100.0,8
120.15,200.0,6
143.75,200.0,4
189.44,40.0,25
333.30,200.0,5
119.42,100.0,12
128.68,200.0,3
265.99,40.0,17
156.93,200.0,3
81.80,100.0,15
160.02,200.0,5
46.82,40.0,38
61.48,100.0,8
178.12,40.0,23
149.56,100.0,16
328.28,40.0,28
128.38,40.0,33
208.28,100.0,11
221.25,40.0,21
2.72,40.0,32
234.32,40.0,19
58.39,200.0,9
348.13,100.0,2
52.43,200.0,11
144.41,40.0,34
23.22,40.0,26
354.97,200.0,9
179.87,100.0,4
211.46,100.0,7
18.86,40.0,34
270.16,100.0,7
74.61,200.0,8
329.47,40.0,39
74.19,40.0,39
61.52,200.0,3
13.55,200.0,2
165.61,100.0,5
201.42,100.0,4
22.28,200.0,7
279.76,40.0,38
161.56,40.0,27
179.77,200.0,1
155.45,200.0,9
146.85,200.0,1
200.37,100.0,3
46.43,100.0,10
57.65,100.0,10
308.32,100.0,4
344.26,100.0,6
136.18,200.0,2
92.14,100.0,14
228.06,40.0,23
148.41,40.0,38
10.33,40.0,30
51.42,200.0,6
254.90,200.0,3
233.08,100.0,1
5.98,200.0,1
76.65,100.0,15
81.89,40.0,37
241.73,40.0,20
7.36,100.0,2
35.61,40.0,32
282.60,200.0,5
59.62,40.0,39
226.09,40.0,24
79.47,200.0,4
33.26,100.0,13
88.92,200.0,3
252.99,40.0,23
308.01,200.0,5
302.00,100.0,6
138.04,100.0,9
236.55,100.0,10
72.33,40.0,38
105.16,100.0,10
321.88,100.0,10
2.55,40.0,31
29.84,40.0,28
71.54,40.0,40
3.05,100.0,9
63.61,40.0,40
200.35,100.0,11
151.46,100.0,8
321.02,100.0,2
298.58,40.0,39
120.68,200.0,7
89.27,40.0,38
131.49,200.0,4
206.06,100.0,8
97.77,100.0,13
225.96,40.0,26
143.68,100.0,9
192.49,100.0,6
156.22,100.0,5
107.86,200.0,4
343.93,40.0,30
270.92,200.0,1
44.13,200.0,8
315.96,200.0,11
166.03,100.0,7
325.20,200.0,9
284.55,200.0,4
152.94,200.0,2
2.93,40.0,32
94.88,200.0,2
188.81,100.0,12
225.42,100.0,3
85.65,100.0,14
45.80,100.0,12
301.61,100.0,5
354.61,200.0,6
185.03,40.0,23
58.76,100.0,13
99.05,40.0,39
2.70,200.0,7
334.25,200.0,8
36.98,200.0,7
197.77,200.0,7
91.59,200.0,4
192.34,40.0,39
232.85,200.0,1
301.08,100.0,1
72.89,100.0,18
3.17,100.0,10
43.40,200.0,2
322.47,200.0,8
315.28,40.0,39
210.34,40.0,40
207.89,100.0,6
232.21,100.0,5
58.98,200.0,9
334.36,40.0,22
152.98,100.0,11
140.33,200.0,8
182.43,200.0,5
14.21,40.0,23
56.36,100.0,13
265.86,40.0,24
22.18,40.0,32
212.10,100.0,5
88.40,100.0,16
136.84,200.0,8
102.72,100.0,15
127.88,200.0,4
252.84,40.0,16
103.62,200.0,5
196.35,200.0,5
162.26,200.0,2
230.24,40.0,21
342.32,100.0,6
258.73,40.0,22
73.18,200.0,6
7.99,40.0,25
96.41,40.0,40
207.59,100.0,4
15.30,100.0,7
177.73,100.0,6
214.42,40.0,24
116.86,40.0,39
278.03,100.0,4
32.58,200.0,12
22.83,200.0,5
255.33,100.0,2
169.81,40.0,25
246.28,40.0,23
153.96,40.0,20
84.37,200.0,9
296.30,200.0,4
288.66,200.0,1
242.59,100.0,6
97.10,40.0,38
204.35,100.0,7
131.51,100.0,14
30.57,40.0,26
337.57,40.0,21
39.69,100.0,15
338.57,200.0,4
154.82,200.0,1
