angle,force,duration
44.68,40.0,1
49.55,100.0,3
276.16,40.0,2
222.89,100.0,1
36.67,40.0,2
24.40,200.0,3
248.30,200.0,3
22.08,200.0,1
300.05,40.0,6
252.02,200.0,2
28.73,200.0,3
33.70,40.0,2
350.94,200.0,1
136.73,100.0,5
133.44,40.0,5
297.68,200.0,6
338.77,200.0,6
356.93,100.0,4
276.38,40.0,2
140.45,100.0,1
29.83,100.0,8
280.97,200.0,3
202.18,100.0,1
157.69,40.0,1
329.71,40.0,1
33.30,200.0,3
182.31,100.0,1
4.90,100.0,4
171.77,40.0,1
15.16,200.0,1
42.59,100.0,7
39.94,40.0,3
235.51,200.0,2
266.07,100.0,2
211.58,100.0,4
351.99,200.0,3
130.48,200.0,3
107.77,40.0,1
314.07,100.0,3
83.71,40.0,3
350.82,40.0,4
3.67,200.0,2
352.38,100.0,1
17.79,40.0,2
322.04,100.0,8
188.27,100.0,2
358.68,200.0,1
28.08,40.0,2
201.62,200.0,1
352.98,40.0,4
187.36,200.0,2
230.18,100.0,3
247.20,200.0,4
165.44,40.0,1
221.06,200.0,3
208.25,200.0,4
325.66,40.0,4
12.96,200.0,4
102.95,40.0,6
342.89,40.0,1
322.49,100.0,1
162.38,100.0,2
222.73,40.0,2
96.27,200.0,6
62.73,40.0,2
169.03,40.0,9
128.68,200.0,4
211.19,200.0,1
25.63,100.0,3
349.80,200.0,3
358.63,100.0,5
252.19,200.0,2
192.79,100.0,1
106.26,200.0,2
293.41,100.0,1
245.80,200.0,3
55.99,200.0,2
330.80,100.0,5
298.34,100.0,4
344.08,200.0,2
264.65,200.0,5
224.13,100.0,5
153.18,200.0,2
342.56,40.0,2
309.18,100.0,4
10.96,200.0,2
3.08,100.0,2
137.47,100.0,2
297.98,40.0,2
352.43,200.0,6
57.27,40.0,5
209.60,100.0,3
142.34,40.0,1
348.52,100.0,1
301.01,200.0,2
303.86,100.0,1
167.57,40.0,1
147.85,100.0,3
96.07,100.0,3
21.03,200.0,1
314.39,40.0,1
293.11,40.0,1
0.10,200.0,4
0.16,200.0,4
197.73,40.0,7
277.14,200.0,3
338.22,40.0,2
304.81,100.0,3
89.81,200.0,4
159.81,100.0,5
45.25,100.0,2
347.09,40.0,4
214.07,200.0,6
82.67,40.0,1
240.57,40.0,1
227.63,100.0,1
128.84,200.0,1
42.06,200.0,1
243.50,40.0,1
182.43,200.0,2
281.33,40.0,2
191.51,200.0,2
310.02,100.0,2
202.19,40.0,1
205.84,40.0,8
315.28,100.0,2
143.12,100.0,1
48.11,40.0,4
8.11,40.0,4
276.40,200.0,2
228.00,40.0,3
252.53,200.0,7
73.37,40.0,5
50.81,40.0,2
1.75,100.0,4
129.23,200.0,4
211.24,200.0,7
143.68,40.0,4
153.96,200.0,3
329.24,40.0,5
125.52,40.0,1
185.87,100.0,6
280.68,40.0,4
145.37,200.0,2
227.63,200.0,2
310.17,40.0,3
338.96,200.0,1
47.24,40.0,1
337.42,40.0,1
179.07,40.0,3
92.47,200.0,5
163.32,200.0,1
351.91,100.0,6
178.94,100.0,1
117.97,200.0,3
232.88,200.0,7
82.36,40.0,5
26.95,200.0,3
44.04,100.0,1
44.28,40.0,1
55.18,200.0,2
50.92,40.0,1
235.91,200.0,1
60.28,200.0,3
121.04,40.0,2
327.24,100.0,9
171.78,200.0,4
238.74,100.0,3
56.79,100.0,1
63.86,200.0,1
16.94,40.0,9
56.92,40.0,2
98.23,100.0,2
60.27,40.0,1
28.55,100.0,4
37.69,40.0,7
167.19,40.0,5
68.68,200.0,3
134.00,200.0,5
179.34,40.0,1
249.40,200.0,5
15.80,200.0,2
291.51,40.0,1
226.33,200.0,5
26.24,40.0,1
315.33,100.0,1
335.69,40.0,1
24.94,100.0,2
100.62,200.0,2
292.58,100.0,3
273.31,40.0,4
64.65,200.0,2
69.60,200.0,5
134.62,40.0,4
179.58,100.0,4
219.75,100.0,1
134.90,100.0,7
164.01,200.0,4
270.36,200.0,5
6.97,200.0,4
89.50,200.0,2
260.56,100.0,1
323.48,40.0,2
185.65,200.0,3
193.95,200.0,5
41.27,100.0,1
159.35,100.0,3
190.99,40.0,2
83.52,40.0,2
100.92,200.0,7
140.27,200.0,1
6.40,100.0,1
119.42,100.0,2
75.21,200.0,1
119.24,100.0,2
37.89,40.0,1
325.55,100.0,2
210.28,100.0,1
248.26,200.0,2
288.82,40.0,5
182.09,100.0,1
24.36,200.0,4
191.03,200.0,1
208.63,200.0,3
268.60,40.0,3
151.88,200.0,1
48.37,200.0,3
102.54,100.0,1
129.06,100.0,3
231.97,100.0,4
204.47,200.0,5
129.01,200.0,5
355.16,200.0,1
222.19,200.0,2
84.97,40.0,3
39.92,100.0,1
57.51,40.0,3
85.09,100.0,2
61.31,40.0,1
62.16,100.0,4
105.17,200.0,2
59.81,200.0,1
328.78,100.0,7
30.68,100.0,2
192.06,40.0,6
150.90,200.0,4
352.05,100.0,2
34.81,40.0,2
143.03,40.0,6
346.74,40.0,5
315.95,100.0,1
294.46,100.0,3
96.76,200.0,2
61.41,200.0,2
244.22,200.0,5
332.33,200.0,6
203.62,200.0,2
210.23,40.0,4
99.87,200.0,5
280.06,40.0,1
68.65,200.0,1
113.75,40.0,1
154.03,100.0,2
181.99,100.0,2
83.46,40.0,2
38.68,40.0,3
215.68,100.0,4
99.26,40.0,2
205.35,200.0,2
58.63,200.0,1
174.50,100.0,2
196.66,40.0,2
16.32,40.0,2
119.12,200.0,2
47.06,100.0,1
20.40,40.0,4
352.06,200.0,2
117.41,100.0,3
290.16,200.0,4
92.20,100.0,5
247.50,200.0,1
271.52,100.0,6
210.61,40.0,2
173.81,40.0,2
148.60,100.0,2
121.58,40.0,5
341.95,40.0,1
296.58,100.0,3
349.95,200.0,2
47.84,200.0,1
261.39,200.0,3
335.42,200.0,9
60.21,100.0,5
20.03,100.0,1
264.01,100.0,5
208.92,40.0,6
300.62,100.0,8
49.09,100.0,1
292.97,100.0,3
75.14,40.0,2
59.15,40.0,2
56.06,100.0,1
296.24,100.0,5
240.27,200.0,1
187.26,200.0,2
125.31,200.0,5
321.87,100.0,6
141.50,40.0,6
292.95,100.0,1
157.68,100.0,2
135.14,100.0,5
170.28,200.0,5
110.34,200.0,2
272.69,200.0,11
176.11,200.0,2
82.16,100.0,1
325.81,100.0,7
134.19,40.0,3
193.60,40.0,1
331.60,40.0,1
221.37,100.0,5
40.35,200.0,5
337.15,100.0,3
221.12,200.0,3
118.41,40.0,2
53.76,40.0,3
291.02,40.0,1
228.60,40.0,1
191.88,100.0,2
320.10,100.0,6
286.48,40.0,1
52.54,200.0,1
115.44,100.0,5
84.98,100.0,1
268.88,100.0,7
6.50,200.0,3
203.25,100.0,5
278.37,100.0,2
317.76,100.0,3
121.76,200.0,2
296.94,40.0,2
37.59,100.0,6
309.85,100.0,1
47.92,200.0,3
148.55,40.0,2
291.87,40.0,5
51.15,40.0,2
83.88,40.0,5
260.38,200.0,1
257.55,200.0,3
234.41,200.0,3
246.38,40.0,4
199.02,200.0,1
89.61,100.0,4
126.37,40.0,2
65.59,200.0,1
332.95,200.0,2
211.37,100.0,4
146.14,100.0,1
162.67,200.0,1
342.18,200.0,7
50.50,100.0,1
213.37,100.0,5
182.12,200.0,3
221.80,200.0,4
0.42,200.0,1
311.85,200.0,2
339.16,200.0,3
198.72,200.0,3
247.71,40.0,4
329.12,100.0,5
260.57,40.0,2
56.38,40.0,1
205.53,200.0,6
216.97,40.0,3
151.50,200.0,6
268.75,200.0,3
339.61,100.0,6
331.85,100.0,7
159.74,200.0,1
34.98,100.0,4
356.60,40.0,3
306.64,100.0,4
40.65,200.0,2
329.21,40.0,1
310.82,200.0,7
191.68,100.0,1
210.95,100.0,2
146.69,200.0,1
19.25,40.0,3
119.82,40.0,4
288.06,40.0,7
357.21,100.0,2
121.15,100.0,5
146.75,100.0,1
194.44,200.0,2
333.30,200.0,1
120.42,100.0,1
129.68,100.0,4
269.99,40.0,5
161.93,40.0,4
84.80,100.0,4
165.02,40.0,6
49.82,200.0,2
64.48,200.0,2
183.12,100.0,1
153.56,40.0,1
327.28,200.0,7
129.38,40.0,4
213.28,100.0,3
225.25,100.0,4
2.72,40.0,2
239.32,40.0,1
62.39,100.0,2
348.13,100.0,3
56.43,100.0,5
147.41,100.0,2
25.22,100.0,1
355.97,40.0,1
184.87,100.0,5
216.46,40.0,1
19.86,100.0,5
274.16,200.0,3
78.61,40.0,2
329.47,40.0,2
77.19,100.0,1
65.52,40.0,2
13.55,200.0,3
170.61,40.0,5
206.42,200.0,2
24.28,40.0,2
283.76,40.0,4
165.56,100.0,5
185.77,40.0,4
160.45,40.0,1
149.85,100.0,1
205.37,200.0,3
50.43,40.0,1
60.65,200.0,3
309.32,40.0,1
344.26,100.0,4
138.18,40.0,5
94.14,100.0,3
232.06,200.0,3
151.41,40.0,6
10.33,40.0,2
55.42,100.0,1
259.90,100.0,1
238.08,100.0,1
5.98,200.0,1
79.65,100.0,4
83.89,200.0,5
246.73,40.0,2
7.36,40.0,5
38.61,40.0,4
286.60,40.0,4
62.62,100.0,5
231.09,40.0,2
82.47,100.0,4
36.26,100.0,3
91.92,100.0,1
256.99,200.0,1
309.01,200.0,2
304.00,100.0,1
141.04,40.0,1
241.55,200.0,1
75.33,100.0,1
106.16,200.0,2
321.88,100.0,3
2.55,40.0,2
31.84,100.0,1
74.54,100.0,1
3.05,100.0,3
66.61,200.0,1
205.35,100.0,2
154.46,200.0,6
321.02,40.0,3
300.58,200.0,1
121.68,200.0,1
91.27,100.0,1
133.49,100.0,5
211.06,40.0,2
99.77,100.0,3
229.96,100.0,4
146.68,100.0,3
198.49,40.0,2
160.22,100.0,1
109.86,40.0,4
343.93,100.0,1
274.92,200.0,3
48.13,100.0,2
316.96,100.0,2
171.03,100.0,4
325.20,200.0,3
288.55,40.0,3
156.94,100.0,1
2.93,40.0,3
96.88,200.0,2
194.81,100.0,1
230.42,40.0,1
87.65,200.0,2
49.80,40.0,3
303.61,40.0,2
355.61,40.0,1
190.03,200.0,1
62.76,40.0,2
101.05,40.0,2
2.70,200.0,3
334.25,200.0,2
40.98,40.0,4
203.77,40.0,1
93.59,200.0,2
197.34,200.0,3
237.85,100.0,5
303.08,40.0,3
75.89,200.0,3
3.17,100.0,2
47.40,40.0,5
322.47,200.0,2
315.28,100.0,2
214.34,200.0,1
211.89,200.0,3
237.21,100.0,5
62.98,100.0,2
333.36,200.0,3
155.98,200.0,9
142.33,200.0,3
188.43,100.0,1
14.21,100.0,2
60.36,40.0,2
269.86,100.0,2
24.18,100.0,1
216.10,200.0,3
91.40,40.0,3
139.84,40.0,2
104.72,40.0,2
128.88,200.0,2
256.84,100.0,2
105.62,40.0,4
202.35,100.0,1
167.26,100.0,6
235.24,40.0,2
342.32,100.0,3
262.73,100.0,2
77.18,40.0,1
7.99,40.0,1
98.41,100.0,2
211.59,200.0,3
16.30,40.0,1
182.73,100.0,5
218.42,100.0,3
116.86,200.0,4
282.03,100.0,4
36.58,40.0,2
24.83,100.0,4
259.33,200.0,3
174.81,100.0,1
251.28,40.0,3
156.96,200.0,4
87.37,100.0,4
299.30,40.0,5
292.66,40.0,1
247.59,100.0,3
99.10,40.0,1
209.35,40.0,2
132.51,200.0,1
32.57,100.0,5
336.57,200.0,3
43.69,40.0,5
338.57,200.0,5
158.82,200.0,7
