angle,force,duration
232.37,100.0,3
290.88,100.0,5
183.68,100.0,8
177.01,100.0,4
82.08,40.0,24
26.67,200.0,3
322.82,100.0,2
321.46,100.0,8
219.21,100.0,6
108.46,40.0,15
119.72,100.0,6
257.73,40.0,13
326.69,100.0,1
320.50,40.0,1
271.30,40.0,5
223.58,200.0,7
23.25,200.0,7
48.22,100.0,8
320.24,200.0,4
207.89,100.0,2
5.70,100.0,8
35.83,100.0,6
228.46,200.0,2
358.74,200.0,9
57.97,40.0,23
185.26,40.0,21
239.51,40.0,15
221.64,100.0,5
76.95,100.0,1
248.94,200.0,3
75.21,200.0,2
103.82,100.0,5
262.80,40.0,13
225.55,200.0,1
298.73,200.0,3
231.51,100.0,6
189.51,100.0,4
30.32,200.0,8
126.44,200.0,4
87.20,40.0,21
82.39,40.0,17
347.98,200.0,3
128.74,100.0,5
324.84,40.0,6
216.09,200.0,4
284.94,40.0,6
166.30,200.0,6
193.13,200.0,3
161.31,100.0,1
65.52,100.0,7
249.69,200.0,2
96.64,100.0,3
8.73,40.0,16
227.68,40.0,11
54.86,100.0,8
341.69,40.0,15
344.77,200.0,8
331.71,40.0,12
126.45,200.0,1
7.61,200.0,6
335.26,40.0,9
139.31,200.0,1
342.33,100.0,5
350.21,100.0,3
304.17,100.0,1
100.97,40.0,17
127.82,200.0,3
298.17,100.0,5
101.25,100.0,8
57.86,40.0,18
188.30,40.0,21
333.01,200.0,4
240.92,200.0,2
189.64,40.0,21
33.82,40.0,17
208.69,200.0,2
358.98,40.0,5
44.10,100.0,12
174.55,100.0,4
308.12,200.0,1
253.72,200.0,5
240.92,40.0,13
243.80,40.0,15
121.00,40.0,13
94.92,200.0,2
287.95,100.0,6
289.60,200.0,6
311.80,40.0,8
323.40,100.0,8
172.81,40.0,9
165.05,100.0,5
279.42,40.0,15
228.87,200.0,3
240.42,40.0,10
280.99,40.0,15
320.18,100.0,1
114.02,200.0,2
125.60,100.0,5
27.10,40.0,16
195.26,40.0,29
13.18,40.0,21
151.88,200.0,3
182.51,40.0,14
90.33,100.0,2
197.79,40.0,24
9.97,100.0,4
9.33,200.0,3
291.68,100.0,6
121.89,40.0,19
45.01,100.0,9
173.00,200.0,4
266.67,200.0,4
67.05,100.0,5
215.36,200.0,2
31.06,40.0,25
13.32,100.0,9
184.36,40.0,14
178.52,100.0,1
220.41,40.0,14
255.09,40.0,14
353.71,200.0,4
176.14,200.0,2
110.02,100.0,12
279.39,40.0,10
93.15,40.0,20
142.80,100.0,4
30.95,40.0,18
9.48,100.0,8
349.17,40.0,3
295.52,100.0,6
242.44,200.0,2
137.26,40.0,10
59.32,40.0,26
46.82,200.0,5
78.60,40.0,20
183.47,100.0,3
244.60,200.0,2
231.72,100.0,5
90.19,40.0,21
347.76,40.0,13
255.37,200.0,2
184.82,40.0,27
212.90,100.0,3
141.59,200.0,2
81.98,40.0,24
118.55,200.0,4
267.19,200.0,3
2.28,100.0,7
43.96,40.0,17
20.75,200.0,1
15.50,200.0,6
301.00,100.0,1
245.80,100.0,6
154.72,200.0,4
28.31,40.0,22
163.58,40.0,9
158.63,100.0,7
60.68,40.0,24
147.27,200.0,1
135.43,100.0,2
211.25,40.0,13
217.46,100.0,1
14.71,100.0,6
129.88,40.0,16
210.40,200.0,5
173.67,40.0,12
304.79,200.0,2
227.39,40.0,7
55.25,200.0,9
23.87,100.0,11
225.73,40.0,9
13.01,200.0,8
199.22,40.0,24
335.77,40.0,12
196.92,40.0,23
133.12,200.0,4
219.11,100.0,1
155.23,40.0,13
186.32,40.0,16
340.33,100.0,9
125.32,40.0,14
347.16,100.0,5
329.09,100.0,7
60.80,200.0,2
21.38,40.0,20
38.71,40.0,20
2.81,200.0,7
35.54,40.0,20
235.92,200.0,7
21.47,200.0,4
109.71,40.0,26
299.45,40.0,7
8.15,200.0,4
286.59,100.0,4
93.93,200.0,3
35.64,200.0,1
240.91,40.0,11
221.69,40.0,10
310.58,200.0,1
257.57,100.0,7
282.25,40.0,16
95.73,200.0,4
54.31,200.0,1
266.70,200.0,4
284.54,100.0,7
353.36,100.0,3
133.73,40.0,17
120.70,40.0,20
273.20,100.0,3
111.37,200.0,1
338.29,40.0,4
304.31,100.0,5
141.49,40.0,8
264.17,40.0,4
266.07,100.0,1
30.67,200.0,8
320.68,100.0,4
165.37,200.0,4
295.36,40.0,8
107.64,200.0,1
320.75,100.0,8
133.44,40.0,15
7.06,40.0,16
325.85,100.0,7
34.68,40.0,20
103.06,100.0,4
337.12,100.0,7
338.70,200.0,3
190.57,100.0,3
218.31,40.0,12
154.37,200.0,3
92.39,100.0,8
105.22,100.0,7
232.52,40.0,10
267.34,100.0,3
277.16,200.0,1
278.07,200.0,5
26.42,40.0,19
163.48,40.0,9
24.87,100.0,7
190.65,100.0,6
143.05,100.0,2
322.52,100.0,2
118.39,40.0,15
42.68,100.0,4
46.55,100.0,10
267.16,40.0,15
212.89,40.0,8
35.67,40.0,24
24.40,200.0,7
238.30,100.0,6
23.08,100.0,2
293.05,40.0,15
242.02,100.0,5
29.73,40.0,16
33.70,40.0,18
349.94,200.0,4
126.73,40.0,13
122.44,200.0,4
290.68,200.0,7
336.77,100.0,8
355.93,100.0,9
267.38,40.0,7
129.45,200.0,2
29.83,200.0,2
272.97,200.0,4
190.18,200.0,3
145.69,40.0,19
326.71,40.0,1
32.30,100.0,8
170.31,100.0,2
5.90,100.0,5
158.77,200.0,6
17.16,40.0,16
40.59,200.0,6
37.94,100.0,8
225.51,100.0,5
257.07,40.0,9
200.58,40.0,26
349.99,200.0,4
120.48,40.0,18
99.77,40.0,19
308.07,200.0,3
77.71,40.0,20
348.82,40.0,12
4.67,200.0,2
350.38,100.0,9
18.79,200.0,2
318.04,200.0,2
176.27,200.0,2
358.68,100.0,1
28.08,100.0,13
190.62,40.0,17
350.98,100.0,4
176.36,40.0,15
220.18,40.0,18
237.20,100.0,8
152.44,200.0,9
211.06,100.0,4
197.25,200.0,1
321.66,200.0,6
14.96,100.0,7
94.95,100.0,5
339.89,200.0,2
318.49,100.0,3
150.38,40.0,19
211.73,200.0,1
89.27,40.0,24
57.73,40.0,21
157.03,40.0,11
118.68,200.0,8
200.19,100.0,2
25.63,200.0,6
348.80,40.0,17
357.63,200.0,1
242.19,100.0,5
180.79,200.0,1
98.26,40.0,18
286.41,40.0,14
235.80,100.0,5
51.99,200.0,5
327.80,200.0,2
291.34,100.0,5
342.08,100.0,5
255.65,40.0,10
214.13,40.0,19
142.18,40.0,15
339.56,100.0,11
303.18,200.0,2
12.96,100.0,6
4.08,200.0,6
126.47,200.0,4
290.98,40.0,9
352.43,40.0,3
53.27,200.0,7
198.60,100.0,4
131.34,100.0,1
346.52,100.0,10
295.01,40.0,3
296.86,100.0,4
154.57,200.0,7
136.85,40.0,11
88.07,200.0,8
23.03,40.0,16
308.39,40.0,8
286.11,40.0,6
0.10,200.0,5
0.16,200.0,2
185.73,200.0,1
269.14,100.0,1
335.22,200.0,3
298.81,40.0,1
83.81,40.0,20
147.81,100.0,5
43.25,40.0,20
345.09,40.0,2
204.07,40.0,26
75.67,200.0,4
229.57,200.0,2
217.63,40.0,6
118.84,100.0,6
41.06,40.0,22
232.50,200.0,1
171.43,40.0,15
272.33,200.0,4
180.51,40.0,14
304.02,40.0,1
190.19,100.0,3
193.84,200.0,2
310.28,100.0,3
132.12,40.0,13
45.11,200.0,2
9.11,200.0,3
267.40,200.0,1
217.00,200.0,2
242.53,200.0,2
67.37,100.0,6
47.81,100.0,8
2.75,100.0,9
120.23,40.0,12
200.24,200.0,6
132.68,40.0,16
142.96,40.0,5
326.24,40.0,7
115.52,40.0,18
173.87,200.0,7
272.68,100.0,2
134.37,200.0,2
217.63,100.0,3
304.17,40.0,9
336.96,100.0,3
43.24,200.0,5
334.42,100.0,5
167.07,40.0,14
85.47,200.0,4
151.32,100.0,6
350.91,100.0,3
166.94,100.0,2
108.97,100.0,8
222.88,200.0,1
75.36,200.0,1
27.95,40.0,24
42.04,40.0,19
41.28,200.0,4
52.18,100.0,5
47.92,40.0,22
225.91,100.0,4
56.28,40.0,20
111.04,100.0,1
324.24,40.0,7
159.78,200.0,2
228.74,40.0,13
52.79,40.0,16
58.86,100.0,8
17.94,200.0,8
51.92,200.0,6
90.23,200.0,1
55.27,100.0,7
28.55,100.0,5
35.69,100.0,8
155.19,40.0,10
63.68,40.0,24
124.00,100.0,10
167.34,40.0,14
239.40,100.0,9
17.80,100.0,6
283.51,200.0,2
216.33,100.0,7
26.24,40.0,19
310.33,40.0,1
332.69,100.0,4
25.94,100.0,11
93.62,40.0,20
285.58,100.0,1
263.31,200.0,5
60.65,40.0,16
64.60,40.0,25
123.62,200.0,3
167.58,100.0,5
209.75,40.0,9
124.90,40.0,17
152.01,200.0,2
261.36,100.0,4
8.97,100.0,8
82.50,200.0,5
250.56,40.0,17
319.48,100.0,5
174.65,40.0,13
182.95,40.0,22
40.27,40.0,21
147.35,100.0,3
178.99,100.0,5
76.52,100.0,5
93.92,100.0,6
130.27,40.0,14
7.40,100.0,11
110.42,100.0,2
70.21,40.0,17
110.24,40.0,18
35.89,40.0,21
321.55,100.0,5
199.28,100.0,1
238.26,100.0,3
280.82,200.0,1
170.09,100.0,3
24.36,200.0,4
180.03,40.0,15
197.63,100.0,10
258.60,200.0,2
139.88,200.0,7
46.37,200.0,1
94.54,100.0,4
119.06,40.0,18
221.97,100.0,1
193.47,100.0,3
119.01,200.0,5
354.16,200.0,3
212.19,40.0,21
77.97,200.0,2
38.92,100.0,8
53.51,200.0,1
78.09,200.0,1
57.31,40.0,22
57.16,200.0,1
97.17,200.0,5
55.81,100.0,2
325.78,40.0,6
30.68,200.0,1
180.06,100.0,8
139.90,100.0,5
351.05,40.0,13
32.81,200.0,3
132.03,40.0,14
344.74,100.0,5
309.95,100.0,4
287.46,100.0,4
89.76,200.0,1
57.41,100.0,8
234.22,100.0,7
330.33,100.0,5
192.62,40.0,20
198.23,200.0,2
92.87,40.0,21
271.06,100.0,7
63.65,200.0,4
103.75,200.0,6
142.03,200.0,2
169.99,100.0,10
76.46,100.0,4
36.68,100.0,13
205.68,40.0,14
91.26,40.0,18
194.35,100.0,3
55.63,40.0,21
162.50,40.0,19
184.66,100.0,5
17.32,100.0,11
110.12,40.0,20
44.06,200.0,4
21.40,100.0,4
352.06,40.0,3
108.41,100.0,4
283.16,200.0,3
85.20,100.0,7
237.50,100.0,1
262.52,200.0,3
199.61,40.0,22
161.81,40.0,3
137.60,40.0,10
111.58,100.0,3
338.95,100.0,6
289.58,100.0,5
347.95,200.0,5
45.84,100.0,12
252.39,40.0,10
333.42,100.0,7
55.21,200.0,7
21.03,100.0,3
255.01,40.0,10
196.92,200.0,5
293.62,200.0,4
46.09,100.0,9
285.97,40.0,11
69.14,200.0,1
55.15,40.0,21
52.06,100.0,4
289.24,100.0,5
230.27,100.0,1
176.26,40.0,14
115.31,200.0,3
316.87,100.0,7
130.50,40.0,19
285.95,100.0,1
145.68,100.0,5
125.14,40.0,10
158.28,200.0,3
102.34,100.0,2
263.69,100.0,6
165.11,40.0,5
76.16,40.0,18
322.81,100.0,1
123.19,100.0,2
181.60,100.0,2
328.60,40.0,3
211.37,40.0,22
39.35,40.0,24
335.15,40.0,9
211.12,100.0,5
108.41,200.0,1
50.76,100.0,5
283.02,100.0,8
217.60,200.0,1
179.88,200.0,3
316.10,200.0,6
278.48,100.0,2
49.54,100.0,1
106.44,200.0,5
77.98,100.0,5
259.88,40.0,13
8.50,100.0,6
192.25,40.0,19
269.37,200.0,1
312.76,100.0,3
112.76,40.0,16
289.94,40.0,9
36.59,40.0,26
302.85,200.0,1
45.92,100.0,13
137.55,40.0,9
283.87,200.0,9
47.15,200.0,3
77.88,40.0,18
250.38,100.0,8
247.55,200.0,3
224.41,100.0,6
236.38,40.0,9
188.02,40.0,15
82.61,100.0,9
116.37,100.0,1
61.59,40.0,17
329.95,200.0,3
200.37,40.0,26
135.14,40.0,15
150.67,100.0,6
340.18,100.0,9
46.50,200.0,5
202.37,100.0,2
171.12,40.0,11
211.80,100.0,1
1.42,200.0,6
306.85,100.0,2
337.16,100.0,4
187.72,40.0,28
237.71,40.0,10
327.12,40.0,7
250.57,40.0,9
52.38,100.0,11
194.53,100.0,5
205.97,100.0,4
140.50,40.0,16
259.75,40.0,14
337.61,40.0,12
329.85,40.0,10
147.74,100.0,8
33.98,40.0,19
355.60,40.0,7
299.64,200.0,2
38.65,200.0,3
326.21,100.0,4
305.82,100.0,3
179.68,100.0,8
199.95,100.0,2
135.69,100.0,6
20.25,100.0,9
109.82,200.0,3
281.06,40.0,10
357.21,200.0,4
112.15,40.0,19
135.75,40.0,17
183.44,40.0,17
331.30,40.0,8
110.42,100.0,6
119.68,200.0,3
259.99,100.0,5
149.93,40.0,10
78.80,100.0,4
153.02,40.0,12
46.82,200.0,5
60.48,100.0,1
171.12,100.0,3
141.56,100.0,4
325.28,40.0,12
119.38,40.0,12
202.28,40.0,23
215.25,40.0,22
3.72,40.0,2
228.32,200.0,2
57.39,200.0,5
346.13,100.0,5
53.43,100.0,4
136.41,40.0,9
25.22,40.0,25
354.97,200.0,3
172.87,200.0,2
205.46,40.0,20
20.86,100.0,8
265.16,100.0,4
72.61,100.0,5
325.47,100.0,11
71.19,200.0,5
60.52,40.0,18
15.55,100.0,7
158.61,40.0,10
195.42,40.0,22
25.28,40.0,16
275.76,40.0,12
153.56,100.0,4
173.77,100.0,7
148.45,40.0,11
138.85,40.0,14
194.37,40.0,23
46.43,100.0,7
56.65,40.0,20
302.32,200.0,6
342.26,40.0,12
127.18,200.0,2
87.14,40.0,19
222.06,100.0,7
139.41,200.0,10
11.33,100.0,8
51.42,200.0,3
249.90,40.0,17
228.08,40.0,9
7.98,40.0,16
73.65,100.0,6
77.89,100.0,9
235.73,200.0,3
8.36,100.0,7
37.61,40.0,22
279.60,40.0,6
58.62,40.0,17
220.09,200.0,3
76.47,40.0,18
35.26,200.0,3
84.92,200.0,2
246.99,100.0,9
303.01,100.0,3
297.00,100.0,3
130.04,40.0,2
231.55,100.0,2
69.33,200.0,4
98.16,100.0,7
317.88,200.0,7
3.55,40.0,1
31.84,100.0,4
68.54,200.0,4
4.05,200.0,8
62.61,40.0,16
194.35,40.0,22
143.46,100.0,1
317.02,100.0,4
293.58,200.0,1
112.68,40.0,14
84.27,40.0,22
122.49,200.0,7
200.06,40.0,20
92.77,40.0,21
219.96,40.0,21
135.68,40.0,14
186.49,100.0,4
148.22,100.0,4
101.86,40.0,17
341.93,40.0,7
266.92,40.0,12
45.13,100.0,12
310.96,200.0,2
159.03,100.0,5
322.20,40.0,11
281.55,40.0,2
144.94,200.0,1
3.93,100.0,7
89.88,100.0,1
182.81,200.0,1
219.42,200.0,2
80.65,200.0,1
46.80,100.0,6
296.61,40.0,11
354.61,40.0,1
179.03,40.0,13
57.76,200.0,3
93.05,100.0,6
4.70,40.0,1
332.25,40.0,4
38.98,100.0,10
191.77,100.0,8
86.59,40.0,21
186.34,40.0,22
227.85,100.0,1
296.08,40.0,12
70.89,40.0,26
4.17,100.0,1
44.40,100.0,12
319.47,100.0,4
310.28,40.0,4
203.34,200.0,5
201.89,40.0,20
227.21,40.0,16
58.98,40.0,16
331.36,40.0,6
144.98,100.0,3
132.33,40.0,13
176.43,100.0,9
16.21,40.0,4
56.36,40.0,17
259.86,200.0,3
24.18,100.0,8
206.10,40.0,21
84.40,100.0,4
128.84,40.0,16
96.72,40.0,19
118.88,200.0,2
246.84,100.0,2
96.62,200.0,9
190.35,200.0,3
155.26,100.0,5
224.24,200.0,3
340.32,40.0,9
252.73,100.0,8
71.18,40.0,21
8.99,100.0,10
91.41,40.0,22
201.59,40.0,16
17.30,100.0,7
170.73,200.0,1
207.42,100.0,7
107.86,100.0,4
274.03,40.0,13
35.58,40.0,16
25.83,40.0,16
250.33,40.0,7
162.81,100.0,2
240.28,200.0,7
145.96,40.0,9
80.37,200.0,4
292.30,40.0,14
284.66,200.0,2
237.59,40.0,16
91.10,100.0,5
198.35,40.0,19
122.51,100.0,5
32.57,40.0,23
334.57,40.0,9
40.69,100.0,11
336.57,100.0,11
146.82,200.0,11
